"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.776833303E-3,-3.893800359E0,-3.203519887E0,1.073129841E0
1.875883341E-2,-3.066245974E0,-2.584518435E0,3.233405006E-1
2.874183329E-2,-2.258387351E0,-1.926899047E0,1.217226577E-1
3.872383339E-2,-1.680219637E0,-1.463772086E0,-3.624542803E-2
4.870583327E-2,-1.088754259E0,-1.127736111E0,-2.219670305E-1
5.868883338E-2,3.053722993E-2,-3.585594499E-1,1.916945332E-1
6.867083325E-2,1.425308224E0,-2.026802820E-1,1.070049528E0
7.865383336E-2,2.428642191E0,-9.310118026E-1,1.183222679E0
8.863583324E-2,2.125075365E0,-1.344654948E0,6.535529414E-1
9.861783334E-2,1.549178564E0,-1.204260961E0,4.100292733E-1
1.086008332E-1,1.056769112E0,-6.853883994E-1,2.446314231E-1
1.185828333E-1,6.158730452E-1,7.082966208E-2,3.460987410E-1
1.285658332E-1,6.761264098E-1,7.692667079E-1,8.038567892E-1
1.385478333E-1,4.271005118E-1,1.266531469E0,1.058797146E0
1.485298332E-1,-2.552828207E-1,1.971697490E0,1.335785891E0
1.585128333E-1,-1.160083492E0,2.569676448E0,1.411951430E0
1.684948334E-1,-1.660266598E0,3.008256798E0,1.349946678E0
1.784778333E-1,-1.691271021E0,3.181130898E0,1.337672495E0
1.884598334E-1,-1.744438437E0,3.431619769E0,1.318382238E0
1.984418333E-1,-1.879757625E0,3.506898578E0,1.286020531E0
2.084248334E-1,-1.865160929E0,3.270820754E0,1.335046803E0
2.184068332E-1,-1.766069627E0,2.933964999E0,1.167032323E0
2.283898334E-1,-1.683675926E0,2.518846602E0,9.824219844E-1
2.383718332E-1,-1.611209044E0,2.234623974E0,7.296801808E-1
2.483538333E-1,-1.438783425E0,2.092719651E0,4.325325751E-1
2.583368332E-1,-1.347246433E0,2.026985253E0,1.856280470E-1
2.683188333E-1,-1.340357244E0,2.032196292E0,-2.332626817E-1
2.783018332E-1,-1.221691657E0,1.988235755E0,-7.205357203E-1
2.882838333E-1,-8.720196093E-1,1.750673908E0,-1.225814967E0
2.982668332E-1,-2.940371063E-1,1.237583073E0,-1.703493894E0
3.082488333E-1,3.887541061E-1,5.859553277E-1,-2.187973426E0
3.182308334E-1,1.162348119E0,-1.528450477E-1,-2.674672852E0
3.282138333E-1,1.596848575E0,-9.035094237E-1,-2.758076952E0
3.381958334E-1,1.953303173E0,-1.445485504E0,-2.527952763E0
3.481788333E-1,2.120067225E0,-1.676850471E0,-2.081382777E0
3.581608334E-1,2.201978238E0,-1.530216336E0,-1.557397703E0
3.681428332E-1,2.157282122E0,-1.027415432E0,-1.525942022E0
3.781258333E-1,2.127897232E0,-3.715595645E-1,-1.548203249E0
3.881078332E-1,1.982847253E0,4.745231849E-1,-1.633780173E0
3.980908333E-1,1.851970926E0,1.368300503E0,-1.621891322E0
4.080728332E-1,1.529149219E0,1.689905550E0,-1.434288086E0
4.180548333E-1,1.045156980E0,1.238316314E0,-1.189011422E0
4.280378332E-1,6.859280243E-1,3.297794545E-1,-7.500866711E-1
4.380198333E-1,6.300203104E-2,-5.467661190E-1,-4.830267906E-2
4.480028334E-1,-1.031534503E0,-1.930848257E0,4.722398472E-1
4.579848333E-1,-2.404362212E0,-4.276406191E0,1.034892559E0
4.679668334E-1,-3.729160016E0,-7.459570166E0,1.918404797E0
4.779498333E-1,-5.661071881E0,-1.051248683E1,1.918245461E0
4.879318334E-1,-6.946551837E0,-1.222263134E1,-5.090958707E-1
4.979148332E-1,-5.862805499E0,-8.323987445E0,-3.046008469E0
5.078968334E-1,-4.919153185E0,-1.453903740E0,-2.518014543E0
5.178788332E-1,-4.193328951E0,1.955417672E0,-8.619380593E-2
5.278618333E-1,-3.111973247E0,3.806741458E0,2.007948181E0
5.378438332E-1,-2.154679087E0,4.972580949E0,3.410098800E0
5.478268333E-1,-1.257724685E0,5.565933589E0,4.563832801E0
5.578088332E-1,-3.313171626E-1,5.587576473E0,5.504034380E0
5.677908333E-1,5.600941893E-1,5.096702719E0,5.892188927E0
5.777738332E-1,1.346990764E0,4.339078403E0,5.778561155E0
5.877553751E-1,2.176321679E0,3.159751139E0,5.573054913E0
5.977383750E-1,2.611650100E0,1.249944672E0,5.091071266E0
6.077203751E-1,2.698361093E0,-1.076377677E0,4.299302133E0
6.177033749E-1,2.447486305E0,-2.876710818E0,3.157125446E0
6.276853750E-1,1.402045954E0,-3.883723560E0,1.856426650E0
6.376673749E-1,-4.980725536E-1,-3.858405701E0,9.785113665E-1
6.476503750E-1,-2.361668621E0,-3.533857750E0,5.814129183E-1
6.576323749E-1,-2.840157534E0,-2.833149646E0,6.145087436E-2
6.676153750E-1,-1.629489487E0,-1.238002319E0,-1.304175843E0
6.775973749E-1,-3.111179561E-1,1.268021339E-1,-2.648920838E0
6.875793750E-1,3.993499187E-1,9.643824470E-1,-3.143460796E0
6.975623749E-1,7.591363337E-1,1.539215201E0,-2.534164553E0
7.075443750E-1,1.136875893E0,1.880363982E0,-1.305106574E0
7.175273749E-1,1.280779087E0,2.065145352E0,-1.259406929E-1
