"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.776833303E-3,-9.798270464E-1,1.238577127E0,-2.665190101E-1
1.875883341E-2,-1.037214041E0,1.041740894E0,-2.820919156E-1
2.874183329E-2,-1.121788383E0,8.536288738E-1,-3.147183061E-1
3.872383339E-2,-1.266494036E0,7.859154344E-1,-3.544029593E-1
4.870583327E-2,-1.387801766E0,6.827363372E-1,-4.472130835E-1
5.868883338E-2,-1.356402397E0,5.206857324E-1,-6.996083260E-1
6.867083325E-2,-1.207321882E0,2.182885706E-1,-1.091180086E0
7.865383336E-2,-1.053896785E0,1.606064662E-2,-1.418098330E0
8.863583324E-2,-9.047537446E-1,-7.133097947E-2,-1.594038963E0
9.861783334E-2,-7.805290818E-1,-2.347456962E-1,-1.621512294E0
1.086008332E-1,-6.819542646E-1,-5.152361989E-1,-1.519270658E0
1.185828333E-1,-5.835157037E-1,-8.223034739E-1,-1.371977568E0
1.285658332E-1,-5.099828839E-1,-1.091749310E0,-1.190224528E0
1.385478333E-1,-4.455077648E-1,-1.202353835E0,-1.035865307E0
1.485298332E-1,-3.539245725E-1,-1.329946399E0,-9.471284747E-1
1.585128333E-1,-2.714639008E-1,-1.498795271E0,-8.575872779E-1
1.684948334E-1,-1.840730608E-1,-1.609952331E0,-7.629675269E-1
1.784778333E-1,-8.355683088E-2,-1.646453857E0,-6.573504806E-1
1.884598334E-1,1.441527810E-2,-1.565694809E0,-5.091456175E-1
1.984418333E-1,1.187243164E-1,-1.338250399E0,-3.434828222E-1
2.084248334E-1,2.276422679E-1,-9.934825301E-1,-2.049712837E-1
2.184068332E-1,2.918179035E-1,-6.050412655E-1,-9.007202089E-2
2.283898334E-1,3.106797338E-1,-2.163348347E-1,1.541232504E-2
2.383718332E-1,3.051542938E-1,5.660542846E-2,8.789511025E-2
2.483538333E-1,3.186799586E-1,1.795364022E-1,1.203771532E-1
2.583368332E-1,3.531306982E-1,1.620549113E-1,1.393727958E-1
2.683188333E-1,3.798003793E-1,6.314457208E-2,1.598519683E-1
2.783018332E-1,3.876833022E-1,-5.315696821E-2,1.658122689E-1
2.882838333E-1,3.793822229E-1,-1.371043324E-1,1.631837189E-1
2.982668332E-1,3.449908495E-1,-1.316387355E-1,1.568965912E-1
3.082488333E-1,2.650523484E-1,-7.782504708E-2,1.416707635E-1
3.182308334E-1,1.658894122E-1,-7.941497490E-3,1.371127665E-1
3.282138333E-1,6.510820985E-2,-1.179802045E-2,1.102981940E-1
3.381958334E-1,-9.593714029E-3,-7.501889765E-2,4.911772534E-2
3.481788333E-1,-3.951273113E-2,-1.612845361E-1,-4.956543818E-2
3.581608334E-1,-7.497270405E-2,-2.059215754E-1,-1.324237883E-1
3.681428332E-1,-8.368097246E-2,-1.560157984E-1,-1.828392893E-1
3.781258333E-1,-2.999235503E-2,-3.209170699E-2,-1.857103407E-1
3.881078332E-1,1.220278069E-1,9.077455848E-2,-1.645560563E-1
3.980908333E-1,3.779012263E-1,1.445318162E-1,-1.151319370E-1
4.080728332E-1,6.706017852E-1,1.559628993E-1,-3.434734792E-2
4.180548333E-1,9.383303523E-1,2.004541010E-1,6.461843848E-2
4.280378332E-1,1.190592766E0,3.795902729E-1,1.801793873E-1
4.380198333E-1,1.414856791E0,4.838087261E-1,2.859728038E-1
4.480028334E-1,1.611042500E0,4.552606940E-1,3.610427976E-1
4.579848333E-1,1.804960966E0,3.668496013E-1,3.497916460E-1
4.679668334E-1,1.859270334E0,3.862206340E-1,3.517927527E-1
4.779498333E-1,1.442006469E0,4.004347026E-1,3.658856750E-1
4.879318334E-1,4.780854285E-1,2.573092580E-1,1.971949041E-1
4.979148332E-1,-4.674231410E-1,3.490593284E-2,1.207424849E-1
5.078968334E-1,-1.052584291E0,6.740954518E-2,3.012486398E-1
5.178788332E-1,-1.304206014E0,3.865330815E-1,5.685900450E-1
5.278618333E-1,-1.300096512E0,6.298845410E-1,8.164411187E-1
5.378438332E-1,-1.094870925E0,6.934432387E-1,1.033049583E0
5.478268333E-1,-7.488461137E-1,6.223925352E-1,1.200800180E0
5.578088332E-1,-3.219059110E-1,3.984535038E-1,1.274890423E0
5.677908333E-1,1.373080015E-1,8.646100014E-2,1.222643495E0
5.777738332E-1,6.190444231E-1,-1.966059506E-1,1.006085277E0
5.877553751E-1,1.052477837E0,-2.654297650E-1,6.630999446E-1
5.977383750E-1,1.326871991E0,4.399284348E-2,2.388718277E-1
6.077203751E-1,1.449979544E0,6.378713846E-1,-1.922670454E-1
6.177033749E-1,1.434161901E0,1.273205400E0,-5.288372040E-1
6.276853750E-1,1.302149057E0,1.754893422E0,-5.771573186E-1
6.376673749E-1,1.147814870E0,1.986147761E0,-2.844779789E-1
6.476503750E-1,1.047290087E0,1.817344666E0,1.740424335E-1
