"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.260391375E0,-1.402284503E-1,-2.903880477E-1,-2.773357630E-1
3.270373375E0,-1.213037595E-1,-2.478959709E-1,-3.345775008E-1
3.280355375E0,3.094742633E-2,-2.099297494E-1,-3.455385864E-1
3.290337375E0,2.414625883E-1,-1.495819837E-1,-2.808173895E-1
3.300319375E0,5.196720958E-1,-3.713174537E-2,-1.080297604E-1
3.310300375E0,7.855932117E-1,6.731264293E-2,1.424234957E-1
3.320282375E0,8.939014673E-1,1.787355542E-1,3.839377165E-1
3.330264375E0,7.460870147E-1,3.062556982E-1,5.292932987E-1
3.340246542E0,2.569356859E-1,4.045970440E-1,5.088965297E-1
3.350228542E0,-3.990030289E-1,5.982972383E-1,2.346253395E-1
3.360210542E0,-4.641906917E-1,1.025616169E0,-9.819881618E-2
3.370192542E0,1.661252081E-1,1.416452885E0,-2.915701568E-1
3.380174542E0,9.761834741E-1,1.369603992E0,-3.870302737E-1
3.390155542E0,1.526811481E0,1.394672036E0,-3.615233302E-1
3.400137542E0,1.690664411E0,1.580044746E0,-2.025363594E-1
3.410119542E0,1.564062476E0,1.819789171E0,7.269361615E-2
3.420101542E0,1.502294064E0,2.180525303E0,4.600338042E-1
3.430083542E0,1.737119913E0,2.511033058E0,8.458778858E-1
3.440065542E0,1.926039457E0,2.484095573E0,1.233143926E0
3.450047542E0,1.903896570E0,2.168932676E0,1.544814944E0
3.460028542E0,1.692122579E0,1.677164435E0,1.689498305E0
3.470010542E0,1.458225131E0,1.288206339E0,1.550991058E0
3.479992542E0,1.343400240E0,1.025342226E0,1.334619164E0
3.489974542E0,1.297646403E0,7.413219213E-1,1.130322695E0
3.499956542E0,1.304069996E0,4.237570465E-1,8.919379115E-1
3.509938542E0,1.324087620E0,7.059259713E-2,6.039471030E-1
3.519920542E0,1.329368353E0,-2.067652643E-1,3.600609004E-1
3.529902542E0,1.412586212E0,-1.731148958E-1,1.485252082E-1
3.539883542E0,1.537655592E0,1.632124633E-1,-2.976472490E-2
3.549865542E0,1.569549084E0,4.504833817E-1,-1.087487563E-1
3.559847542E0,1.552477241E0,5.884311795E-1,-1.018619910E-1
3.569829542E0,1.588507175E0,6.555503011E-1,-1.215568632E-1
3.579811542E0,1.652404308E0,6.874719262E-1,-9.062404186E-2
3.589793542E0,1.656986475E0,8.003848791E-1,5.398629233E-3
3.599775542E0,1.619484425E0,9.312232733E-1,8.438003063E-2
3.609756542E0,1.535388112E0,1.153617740E0,1.975784898E-1
3.619738542E0,1.393576622E0,1.254878521E0,3.368614614E-1
3.629720542E0,1.323879838E0,1.247307062E0,4.114392996E-1
3.639702542E0,1.270753741E0,1.230664015E0,4.384686351E-1
3.649684542E0,1.159892797E0,1.213902831E0,5.306009650E-1
3.659666542E0,1.050892711E0,1.173433661E0,6.455929875E-1
3.669648542E0,9.762277603E-1,9.849169850E-1,7.503237128E-1
3.679630542E0,9.401749969E-1,6.718270779E-1,8.173393607E-1
3.689611542E0,9.150022864E-1,3.568553030E-1,8.496357799E-1
3.699593542E0,8.818101883E-1,1.517143250E-1,8.559496999E-1
3.709575542E0,8.526619077E-1,9.910197556E-2,8.401193619E-1
