"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.189333387E-3,-1.914069672E0,-8.979976044E0,1.570833435E0
8.792666718E-3,-1.723066864E0,-8.945397949E0,8.123606873E-1
1.877466682E-2,-1.401535492E0,-8.972341919E0,1.007405090E-1
2.875666670E-2,-7.776329041E-1,-9.300160217E0,-3.477268982E-1
3.873866680E-2,4.580474854E-2,-9.879305878E0,-5.572911072E-1
4.871966667E-2,6.198609924E-1,-1.047880920E1,-4.246669006E-1
5.870166677E-2,1.093027039E0,-1.087802902E1,-1.263372803E-1
6.868366664E-2,1.485810242E0,-1.078207855E1,-4.610412598E-2
7.866566675E-2,1.707349548E0,-1.058508820E1,-2.426454163E-1
8.864766662E-2,1.865570526E0,-1.050530411E1,-3.948788452E-1
9.862966673E-2,1.846260681E0,-1.055634796E1,-3.930825806E-1
1.086116666E-1,1.126856689E0,-1.080572937E1,-3.754193115E-1
1.185936667E-1,1.133143616E-1,-1.101604202E1,-6.674620056E-1
1.285756668E-1,-7.000941467E-1,-1.099613342E1,-1.061592407E0
1.385566667E-1,-1.105451202E0,-1.103190903E1,-9.033714294E-1
1.485386668E-1,-1.049317932E0,-1.121408020E1,-8.457412720E-2
1.585206666E-1,-4.087998962E-1,-1.152543274E1,3.483256531E-1
1.685026668E-1,1.977388000E-1,-1.177930481E1,1.368154907E-1
1.784846666E-1,6.679110718E-1,-1.198961746E1,-5.131329346E-1
1.884666667E-1,1.293160858E0,-1.207763443E1,-1.110091553E0
1.984486666E-1,1.844314728E0,-1.221474930E1,-1.301094360E0
2.084306667E-1,2.096689911E0,-1.256292526E1,-1.056053925E0
2.184116668E-1,1.830543365E0,-1.296858170E1,-7.231462097E-1
2.283936667E-1,1.036145325E0,-1.302127213E1,-5.291496277E-1
2.383756668E-1,4.379891968E-1,-1.287083496E1,-4.309538269E-1
2.483576667E-1,4.465214539E-1,-1.332214645E1,-4.038601685E-1
2.583396668E-1,5.611830139E-1,-1.392718826E1,-4.212240601E-1
2.683216666E-1,8.559201050E-1,-1.388557480E1,-7.182064819E-1
2.783036667E-1,1.047222290E0,-1.364712067E1,-1.649869080E0
2.882856666E-1,4.555027771E-1,-1.359413086E1,-3.392245789E0
2.982666667E-1,-1.370699615E0,-1.319476135E1,-4.384981384E0
3.082486668E-1,-3.715872803E0,-1.255199799E1,-3.493884430E0
3.182306667E-1,-5.633684692E0,-1.195698532E1,-1.295106812E0
3.282129166E-1,-7.656278687E0,-1.163081360E1,1.987267456E0
3.381949167E-1,-8.985065460E0,-1.173050629E1,4.859494629E0
3.481769166E-1,-9.288933563E0,-1.254032227E1,5.864654388E0
3.581589167E-1,-9.239236908E0,-1.328217957E1,4.723876648E0
3.681409168E-1,-8.635093231E0,-1.295930099E1,2.443967743E0
3.781219167E-1,-7.404502258E0,-1.182151703E1,1.160087585E-1
3.881039168E-1,-5.814059601E0,-1.061337936E1,-2.105371857E0
3.980859166E-1,-4.410129089E0,-1.013168106E1,-3.655997314E0
4.080679168E-1,-2.486329651E0,-1.063777863E1,-4.166585541E0
4.180499166E-1,-1.768123169E0,-1.066666855E1,-3.623963928E0
4.280319167E-1,-2.154469757E0,-1.000788849E1,-2.080224152E0
4.380139166E-1,-1.560355225E0,-9.273665314E0,-3.670367432E-1
4.479959167E-1,-1.071471863E0,-8.526568909E0,1.117276611E0
4.579769168E-1,-1.057850189E0,-7.997419281E0,1.488953705E0
4.679589167E-1,-8.475375366E-1,-7.797584839E0,1.478774872E0
4.779409168E-1,-6.611750793E-1,-7.599396973E0,1.475930786E0
4.879229167E-1,-3.351530457E-1,-7.317982178E0,1.019380188E0
4.979049168E-1,-2.415975952E-1,-7.362140350E0,2.700384521E-1
5.078869166E-1,-4.927752686E-1,-7.449558563E0,-5.083428955E-1
5.178689167E-1,-6.039939880E-1,-7.229067078E0,-7.222480774E-1
5.278509166E-1,-6.873706055E-1,-7.194938049E0,-2.191442871E-1
5.378329167E-1,-9.511221313E-1,-7.099286957E0,1.670526123E-1
5.478139168E-1,-1.423988800E0,-6.534212036E0,3.698808289E-1
5.577959167E-1,-2.013163605E0,-5.929768982E0,3.571572876E-1
5.677779168E-1,-2.741997986E0,-5.379363556E0,-3.757186890E-2
5.777599167E-1,-3.301534424E0,-5.054239655E0,-3.356021118E-1
5.877419168E-1,-3.285817108E0,-5.031187592E0,-3.977229309E-1
5.977239166E-1,-3.379821625E0,-4.589007111E0,-7.646099854E-1
6.077059167E-1,-3.408561859E0,-4.287234650E0,-1.046024780E0
6.176879166E-1,-2.892884216E0,-4.091142426E0,-1.509161682E0
6.276689167E-1,-2.318079529E0,-4.269870758E0,-2.233804779E0
6.376509168E-1,-1.525028687E0,-4.896467743E0,-2.872825928E0
6.476329167E-1,-6.908134460E-1,-5.590274963E0,-3.210823059E0
