,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50,pc_51,pc_52,pc_53,pc_54,pc_55,pc_56,pc_57,pc_58,pc_59,pc_60,pc_61,pc_62,pc_63,pc_64,pc_65,pc_66,pc_67,pc_68,pc_69,pc_70,pc_71,pc_72,pc_73,pc_74,pc_75,pc_76,pc_77,pc_78,pc_79,pc_80,pc_81,pc_82,pc_83,pc_84,pc_85,pc_86,pc_87,pc_88,pc_89,pc_90,pc_91,pc_92,pc_93,pc_94,pc_95,pc_96,pc_97,pc_98,pc_99,pc_100,pc_101
acc_y_band_gt_5hz,0.13621274085373483,-0.08223083078097866,0.006742774465946864,0.1583710112134921,-0.020403020778249507,0.09323855537739673,0.0025133022932480706,-0.07336489161672664,0.15904858934781166,-0.07635126121197723,0.13204478383302454,0.052029920047286515,-0.07517666461085792,-0.023149524370018888,0.05667164731504662,0.036609912646249416,-0.05363007609399876,0.02919630546765711,0.00757210528803412,-0.02023900378913352,0.06653892339174858,-0.03145830692655832,-0.09268913268150046,0.05113291290870494,0.07690900167353071,-0.052912417882721885,0.024280372258274882,0.04192334457411888,0.04056171470446647,0.11289520564642072,0.033463058764915565,0.05400550319160029,-0.0664809986221794,0.041366148920769424,0.051457997848753045,-0.033976382657642086,0.12976591582356387,0.04321799485710212,0.005589723304803183,-0.01649577575944972,-0.07830254779516677,-0.15824500807134695,0.014412332616746099,0.010817683596386907,-0.03235400290297007,-0.038495855610811466,0.024448525803152862,0.06992688546828674,0.08003160935316536,-0.07147102672706865,-0.050389548631719336,-0.040779263618063964,0.1254625285555755,-0.10507381861565968,-0.0045229708216362775,0.0006764626890513464,-0.059222413769041415,-0.10029879445465266,0.06857535329327255,0.024657292565030978,-0.09719218209718088,-0.04046415856120665,0.34508028442926325,-0.04016173154085529,0.021056246777569225,0.05877768717103857,-0.027384589918839256,-0.08495615266721875,0.042179918798972066,-0.13967912009993608,-0.030837440932655273,-0.05757272174591969,-0.07745943503712432,-0.017473388485447876,-0.08366460934528235,0.001103665827942496,-0.06600586287228688,-0.15716927607123904,-0.2735586294443577,0.32733029137419467,0.01834701535064609,-0.1410756747075986,-0.10869893482708207,-0.22189079408423262,-0.17960796241721536,0.02888070351808354,-0.048410639736348696,0.2045474414635174,-0.051013931702109154,0.11905265618785428,0.03868327913710398,0.02365048965782742,0.04258238813618066,0.0618281924504063,0.33262152284581015,-0.061089234326945005,0.02630208058390566,-0.012811222149781077,0.014072792906546585,0.022518111333219158,0.019611057090306222
acc_z_mean,0.03496236537793248,0.17954479720301045,-0.06543140171485651,-0.02277980723927821,0.12211664479213706,-0.10468912778516551,0.06496180263414525,0.04687204434290188,-0.03688922940775192,0.008418085830552166,-0.023594378476404942,0.0037503228169896985,0.0009744267763394099,-0.005597336254022839,-0.0007340271832554854,0.035610097058799084,-0.027737110870250728,0.029905558091675884,-0.011176069553202161,0.05043334680705453,-0.02391407253286998,-0.002927167327914794,-0.07639832384188347,0.010598636541265458,0.10117140327822027,0.07390927284575932,0.04920096726361468,0.06455416672748665,0.12294034582918961,-0.046535236624436094,-0.07356557234808159,0.06283894200570632,-0.030102013531245947,-1.940648618047741e-05,-0.0016366022098179278,0.02154074153420925,0.0363789935529835,-0.1915794749072814,-0.06739404674145566,0.06680583065712853,-0.10614812013739042,-0.05520561298358984,0.049332169344838,0.1257261109776824,-0.05146769711477697,0.03898200093430781,-0.022846388860555643,0.03949150134455315,0.1138882651048356,-0.13579331868162905,0.08814165117399383,0.1102389990807684,0.08241415999377363,-0.03387164730263754,-0.04670090606226632,-0.057719854040069296,-0.1034485361848362,-0.1305099843999224,-0.006385865654686379,-0.0913484423095656,-0.07673700337092351,-0.04831996739087084,-0.08518938838258272,0.22424969189834165,0.010362108118641189,-0.004883450103522931,-0.042732510089871556,-0.048805548421918254,0.053281624843314446,-0.12492042443008454,0.02109469632516776,0.09795198870284509,0.01507572260784136,-0.20946778987312575,-0.07822040652718029,0.031327027902749535,0.04814540691508479,-0.030843532717214114,-0.019549128363518353,0.03463828483295755,0.023270992573374977,-0.1209186511051138,0.10231002251934027,-0.18636325109856583,0.6453044954849206,0.053640415345811994,0.08279233968507153,-0.04455090638938827,-0.08572584590675314,0.04993358548911633,0.1389823583082121,0.012828821557571682,-0.04947979959398356,-0.01183653871444841,0.031045354830434833,-0.04692246219655868,0.00485336398664539,-0.00023413796886819632,-0.00029499175708123677,-0.0007252031333935391,-0.001759750545010182
acc_z_std,0.16086723992810406,-0.09444214010036782,-0.022740395829720397,0.04019006377396035,0.011787434741771569,-0.006535424468788352,-0.03429464986658421,-0.016136866432685894,0.0640326129859834,-0.06155722412777175,-0.08081243044657681,-0.00981257909509095,0.025912854279075886,-0.013072167125414202,-0.03492260402221534,0.00620341890379561,0.026602750633837373,0.003117002215799229,-0.0014961854778166583,-0.006295405026039331,0.018682670701666924,0.006032851477875495,0.029942672321780564,-0.011285610862797724,-0.01570199223061709,0.006150400215267353,0.0007827546974902302,-0.004286073215648556,-0.06254368547721625,0.03892599387090043,-0.021408825516841395,0.009273448505833701,0.02037512812506198,-0.04310082500600673,0.08224875088826475,-0.0257973463423523,-0.05828206799752601,-0.027548661681827513,0.02789256805368106,0.02918291955123048,-0.03854471673682096,-0.015305318322686924,-0.062222718354151205,-0.029922576030151915,0.0654075389587665,-0.04405504629835111,0.07213055471209094,-0.0403776383422008,-0.09255783122269079,0.05393111886687803,-0.11123299688273569,-0.05750367275476591,-0.11260585385334534,0.05392732405820912,-0.04873248029860021,0.01504606162580975,-0.017372754171866348,0.05200853272928627,-0.06097517980669698,-0.04079914656368713,0.042791330205450256,0.0016274765257826996,-0.038300176083790306,-0.11848738495949367,-0.031226967580735374,-0.12980282228112558,0.004563028279592235,0.10569210405768827,0.020633586552250963,-0.001665313981110375,-0.0232805234745247,0.05226726724110408,-0.021768846797067073,-0.057060724494086036,-0.08896910060651478,-0.0014078359929860368,-0.01985139724124302,-0.13835066434307897,-0.03805552350457857,-0.11910689710800139,0.07738854797697498,0.22127611215309823,0.029530743970455468,-0.03568236818746963,0.10288601761242311,-0.2287038456430662,-0.09780444672509063,0.12948883334291766,-0.2916847052847189,0.2328900955574546,0.4013165778319833,0.09630402110958608,0.5158757885714967,0.1009337960699597,-0.09880605846699293,0.08091226849534375,-0.013044078155684778,0.006231059614241091,-0.0007154978378076365,-0.04417217022619474,-0.0011639013815144348
acc_z_median,0.07164654571170004,0.16599302324581042,-0.06126372240101931,-0.004170798832784774,0.10792869418663785,-0.13694283537167906,0.038209480434018665,0.032626046073327655,-0.00459359083310115,-0.023251149935519185,-0.08658637274682468,0.003041276942029169,0.007541422870441267,-0.014419707106124807,-0.0027202691659787837,0.05421106937265602,-0.030795218906480626,0.018064182157487892,-0.026675401262337944,0.006252459321172714,-0.013317942769431823,0.009585366901604025,-0.08015573273012229,0.021470044036775354,0.07899320568298551,0.07309944591980544,0.058064679005272464,0.06891096428684877,0.09978020846255273,-0.044180829041548395,-0.09850686017304083,0.07004797778881124,-0.017014347849918163,0.0012832046921371631,0.02718048133791698,0.03150978225130336,0.03602834157636151,-0.16545498370774986,0.01164114450230487,0.056200473643448365,-0.1016086350794848,-0.0714794798547618,0.06882714734738779,0.1286055363140236,-0.018596743952797125,0.03204672201325459,-0.011609166861581088,0.02935107096131271,0.10899120751842672,-0.08172171179534693,0.12010715723968285,0.04915093379318146,0.05722600215368326,-0.03088765259870878,-0.06531202056341538,-0.054435479917188466,-0.15399986771411794,-0.13630845672511369,-0.0020073224404133644,-0.11383090035633803,-0.0252965187825831,0.03722561779380004,-0.10073810864572512,0.17897270658587539,0.010820653983842077,-0.04537154096847357,-0.036614624123760015,-0.07765529318264314,0.030802575590931896,-0.0729991329079614,0.06482545126943987,0.12893351787453258,-0.05813082586857032,-0.2718107923221856,-0.044392559527553915,0.20609950974502145,-0.11264762059694593,-0.10458111292250849,-0.01722382942957644,-0.21102028185321245,0.050590175929294406,0.23623162835783146,0.0012613416253614738,0.13901503574541496,-0.5626898967205229,-0.13125068507333104,-0.03242656639911167,-0.022897731747698095,0.011072577745280025,-0.0376268829346417,-0.04534230970159919,0.023666210803460125,-0.003748819310695921,-0.011372968097723726,-0.01505798054494172,0.0034854362909631786,0.0070935753277448915,0.00446860005706772,0.0025470362606053974,0.002583415428280322,0.0001947108628803998
acc_z_min,-0.15840173273749447,0.08914533066580614,0.034946800382834715,-0.015329326966324733,0.008238299817278825,0.04734896886061366,-0.0015661042332492268,0.03819630076755343,0.04806131202764002,-0.02157280358394598,0.0008851668914089154,-0.04510445221042314,-0.009754837537434155,0.010814117423371628,-0.003329713745438889,-0.02062859008162199,0.03415215623082685,0.03853007409652476,-0.0016977705965568676,0.03702435245368139,0.026175749283534555,-0.024889156308701553,0.037480045979284796,0.0232620200103084,0.009393243831290629,-0.04239820197976868,-0.05184813506174514,-0.022871168466109648,0.041852505498213996,0.02140026676664228,0.10055186883121578,-0.05563350687088747,-0.005227068980864419,0.15134256208326885,0.02149686370424357,-0.006019411250520634,0.017082163877592704,0.01858713328837608,0.05814340864128596,0.043181676862341714,-0.10200089031696173,-0.00789923546577279,-0.027621171693235302,-0.01633496092469755,-0.013513167610520157,0.029656081493167525,0.0964104019382642,-0.009683446815957505,0.21119167256743746,-0.06979207729628695,0.01468100222768009,-0.0007976124653921168,0.2701876173829415,-0.025677541416550192,0.15153009986923432,-0.07717535126316341,0.13535271488257175,-0.16060550962950035,0.3036804036296096,-0.022234424230751955,0.04800233467351231,0.0008431408581306837,-0.05183671771395106,-0.10765878462826899,-0.07362518713837227,-0.28054049198714687,0.051439396158069944,0.3390959253971484,0.2675709859312736,-0.009946849388253211,-0.1391050750496422,-0.21061201824471334,-0.3145337240526917,0.012455926909667167,-0.10552747244830502,0.05162073366182299,0.1535189969432106,0.18747564219895824,0.05596668858059671,-0.06038671053275124,-0.14361190878344604,0.153681766153719,0.05547453138590454,-0.07656955021045236,-0.015182647550511692,-0.019006504960649255,0.03404606991906443,0.010729423575887506,0.0010580654368446338,0.004651186415104973,0.02939631161554078,0.0005619064459036916,-0.0033303627862521085,0.005828771330399876,0.0033725582812500834,-7.556870952335482e-05,0.0032131506903575816,-0.000776862135495434,0.00046569232094996645,0.002047284985133081,0.0013495106651907878
acc_z_max,0.13122463357308872,-0.05547650984337156,-0.14424876235619513,-0.10844700903894974,0.08293591901291449,0.0118508751816281,-0.06035565037113738,-0.03025739913355057,0.008792263338447064,-0.19818718974118732,-0.09800097503193633,0.05462225444760453,0.08406994656177716,-0.054639602348892924,-0.0750351706261389,-0.00841143903183117,0.032207503557528425,-0.006139970122823186,-0.03201919807229475,0.05797670142699278,-0.036844784174815765,-0.011671630180375592,0.02676331149721939,-0.07928216946848718,0.0907041638328338,0.06084244114157225,0.0002646491146845319,0.03363658226991985,-0.0009044775393679018,-0.014210425506846376,-0.026079127706624183,0.016384804155208862,-0.006760284045286641,0.017258460542389997,0.08904188636756377,-0.016820635173292388,-0.12894460746431852,-0.14096472789085326,-0.2628030529076248,0.1142424634164797,0.0012976215838514417,-0.03128258048523026,-0.1657932193277138,0.003600749199356018,0.11653113855337681,0.06980514230523505,0.1249493756757225,-0.10967507410680938,-0.12185358503022933,-0.16897184141284302,-0.08092277823246487,0.14913847743789524,0.38521912716323475,0.07742876017455622,0.2583321232169509,-0.019933948565347748,0.13458903288053764,0.3604675456606557,0.13068705593553806,-0.11044719508563175,-0.11552026791547707,0.022694277989905476,0.059532474594548176,-0.05934785581426125,0.19853950991956104,0.2305038735211118,-0.13359410685010298,-0.08355639859049031,0.058972017461805075,0.05861774592792916,0.036068243150777134,-0.03346995824690008,0.021640544308271628,0.08340132307778679,0.004095262561211288,0.07926200006939804,0.0032224026369261777,0.0003378173297752412,0.029980852385057474,-0.037042372774801734,0.027097564665936172,-0.014578313140009062,-0.0016643389904228078,0.02502271187588738,-0.03117146778822764,0.017828837245832393,0.001775447096918105,-0.006708078133815881,0.012820866528413091,-0.008981407157230711,0.001953914065255441,0.007588117029256521,0.0057066938229617115,0.0013427636756810114,-0.002308788077135762,-0.0005224396503900539,0.000317869884755944,-0.0002272506041945052,-0.0006234562799727218,-0.0004655025636909338,-0.0003984596579711553
acc_z_rms,0.13881137455830728,-0.11065676235150769,0.011333281164230356,0.07102790745449304,0.04759821035291609,-0.050967551287428206,-0.027528445000903904,0.01281782477049735,0.1414499644303459,-0.07253321118773083,-0.09853341585137217,-0.01075774734308205,0.03991870509663175,-0.026502113088341106,-0.09727718006902042,0.03236843932511144,0.047169547234085916,0.044899484989505495,-0.027645297380814532,0.06611445569382945,0.006024521606502076,-0.01888148727440108,-0.0029884765977329503,0.004620959025689736,0.03864600540066593,0.03051816819438865,-0.019401578055507157,0.006228878779993591,0.025968311577046627,0.06659225714442898,0.013801323105044692,-0.041057277926852195,0.039888447027286444,-0.053284723946480914,0.08737551900627986,0.056700664524002645,-0.0012145450960647508,-0.17472508399020012,-0.0014518931194171872,0.09566060569654608,-0.09814461574581487,-0.022654199360936426,-0.10921525592245346,0.0777948148329123,0.08433617924605241,-0.03519569833606237,-0.0018368858391241694,-0.009705755802062767,0.07830485481097396,-0.0021325004346842563,-0.14075062108881595,-0.029141327239493375,-0.18155670257192824,0.008509139494612999,-0.06017212353077523,-0.07524281983386602,-0.03273893569577721,-0.008850628789443982,-0.09311216729264615,-0.1421031597090477,0.06600932889808112,-0.07287031005569553,-0.03151788910540925,-0.05345549674822282,-0.05265017482042904,-0.13490394136946768,0.07217868818364478,0.08003224358767794,0.08678256425519867,0.01766764900358126,0.07183992595240969,-0.02384759610663554,0.05098234560333009,0.11818573865485082,-0.019972329170704406,-0.09196080238154128,0.024437732027280015,-0.06547848239365639,0.17022667187853144,0.10117028033970357,-0.059180552351906335,0.10018709483835926,-0.3352423224498071,0.256364398283265,-0.020174768022674934,0.2895885516523904,0.2783056190149891,0.0641431664909151,-0.0878183712062896,0.11686967541920919,0.16296024607233808,0.13993386501040617,-0.3650934196908889,-0.05332391017052617,0.06414333154935362,-0.050225353797896014,0.047017568557862904,-0.00248056607087669,-0.008529193735445206,0.007959882336962468,-0.004443478045759068
acc_z_dom_freq,-0.01657091976672539,0.006778034817488581,-0.08161131785583889,0.0015007036463454946,0.007074826186885757,-0.039640805993320045,-0.23199298117000705,-0.13153152307897858,0.11536093954146992,0.1646333136648081,0.20015017773380656,-0.1222784004303677,0.19636736781664116,-0.28788694974317414,0.04772088375973399,0.05581372081974409,0.03670243831768516,0.38027802558650525,-0.14519787565057227,0.24564219449906968,-0.3101045726222078,0.3410185477174906,0.03978108507457795,0.06335363565348917,-0.17401878074142615,0.06438011543100662,0.3813703651370372,-0.04138610408533194,-0.18403197208185818,-0.008917908774080746,-0.006400028759972615,0.006579799927641322,-0.019128147389802425,0.07822897085153335,0.006658038807043437,0.0027212884565386702,-0.03128212375139371,0.0028913501040352396,0.105068252759104,0.053004782159961045,-0.006879424538246061,-0.056750675225343904,-0.004933844154583256,-0.025008817245740958,-0.05895436757215712,0.011817986086415426,-0.010294765321908816,0.021351514257763007,0.022110432855937598,-0.006584644981515824,0.04399378315860515,-0.013363864536666499,0.0073200836033592565,-0.003951880653856439,0.028701045909822018,-0.02731805313676791,0.037026891463171376,0.009815521753867837,-0.00847407773856168,-0.01550649178748334,-0.002559028252423906,-0.0033021236118689784,0.014623639954107728,-0.006407486928329008,0.01602369241054092,0.002786981475473599,0.0004716967119279686,-0.01754375306126934,-0.009738846246427874,0.0010185998146270137,-0.007280209359678802,0.00438891189841394,0.005560425767121058,-0.000980614475078044,-0.002719767467958059,-0.007600598181625867,0.006972900004481794,-0.009002243797187696,-0.00721497803731273,0.0025603355591840155,-0.003186850421747045,0.0020842047906812003,0.0044200542919561586,-0.008713574052037668,-0.0007590368459898566,-0.0007941795387326912,0.0019343327778725133,0.0010980327121256073,-0.0010451818036658483,-0.0024590235001951954,-0.0006702756465839094,-0.0028487750084770606,-0.0014523391858931728,-0.0010523973913721136,0.000642363408335303,0.00037514594434819026,-0.0002405020919351783,-0.0003326418580678406,1.0390297298018547e-05,0.00023821015884779514,-0.00037622368848550664
acc_z_spec_entropy,-0.005425468629101721,0.048895693563595764,-0.1636604220114068,-0.09894087456315578,-0.033126063656515076,-0.02073628266639179,-0.002840213218226651,-0.0478697823774827,-0.024784104623467553,-0.18661313215505496,0.21017010349328186,0.1773682951996313,0.23303955681042063,-0.05264918604528844,-0.03337718231315648,-0.05468908028620151,-0.026980695581198255,-0.1719824973933354,0.36396300429274225,0.07493756724311096,-0.19354560855712033,-0.20414542920328266,-0.04464361345558887,0.47316722742332007,-0.2511864350750498,0.2853884698285002,-0.1612726381608173,0.18781054559804902,-0.049698243746529994,0.011631989311238766,-0.09945235284323856,-0.20597760754750621,0.0031442162689698794,0.05700094587034642,0.02577887033031251,0.05441242767256714,0.09885331427169404,-0.031986875748534836,0.14238229186970172,-0.01442698195140979,-0.0068298853776437435,-0.06826771052765422,-0.019734863429049593,-0.0015208273676850237,0.02494428458430239,-0.04696580035869827,0.0024742926957231695,-0.012101172704610866,-0.016887669317565357,0.02298980694191205,-0.00017597548097460463,0.0019150816833142584,-0.02823476546314796,0.015530914142394606,0.003946547270979567,0.002614739422048956,0.008280181240336311,-0.012430290795947754,0.013527332378361762,0.00507414721406943,-0.0018234436411028732,-0.013436059065917468,-0.011791654014116939,-0.03165142266724513,0.006021534610758449,0.016328338307569443,-0.011734358955985666,0.0035596557907764115,0.001988871511544227,0.0010459057702754265,9.241424923037492e-05,0.006481376193788258,-0.005670056046298038,-0.0038386518637957825,-0.013576126988776787,-0.004719630449837683,-0.0013498278459691954,0.007882182330581113,-0.0024427286816741875,-0.0018331163754768606,0.001428900868404942,0.0021204750992604784,-0.0005029360496726046,-0.0032181706748712277,0.0047464071278657104,0.0035564572925415776,0.0027332159927075383,0.0029506221787264364,0.00042559603527943246,-0.0008407625889580855,-0.0003376872070615794,-0.0005088755498678914,-0.0007277769040945209,0.0005478441225507166,0.0005167609467704726,0.0005958282272523624,-1.9262858259462556e-05,-0.00040634177402689917,-3.94679015714057e-05,-0.0002890413815664142,0.00012405827968361895
acc_z_band_0_1hz,0.02634069849158574,-0.04529433598392041,-0.1156302372588688,-0.09442641995042754,0.18525557666183962,-0.11283371500490874,0.09451559110899332,0.32305869013911437,0.04232863287333091,0.1543835419799684,0.15334362334859386,0.06528134007503064,-0.06855388077803864,0.07916432270327015,-0.012240720751967228,-0.10265481482099978,-0.16517015572693683,-0.1530962402160632,0.054268395761686045,-0.15944293386579578,-0.13801300134480038,0.07462915208168938,0.19436265081813348,0.0042113377756521075,-0.09538497826518907,-0.10031345381246529,0.042284314638653106,-0.05955020680178025,-0.21838267329261607,0.07865529270032025,0.08355794194147627,0.04125663573683873,-0.16739905044659167,-0.04359191622349527,-0.06788287368251895,-0.24144823153139394,-0.08644122589241954,-0.060127302766851326,-0.08403626436186126,0.09270022780389571,-0.2547020920169148,-0.11587212235108094,-0.036863754220478884,-0.01851565556597589,0.06701100053979876,0.03502136691205848,-0.14223728989682463,-0.10639284513364898,0.0002614262402051426,-0.11437333317324658,0.046560481614077366,-0.1439935265799165,-0.05128732162561944,0.12345470055690805,-0.04783406034145944,0.0779974963534783,0.0583358679678424,0.010799920164923316,-0.11827292737701092,-0.022859749297562806,-0.2899259504141189,-0.26407762606984997,0.0072977851866315915,-0.09744226559661659,-0.036100614405726116,-0.05969266252038208,0.026554048914349263,-0.0036514676159483134,0.055816300052505124,-0.07492889839362601,0.021568279922419276,-0.03685841463553112,-0.06722723237365244,0.024652963363920984,-0.00024359379892020631,-0.006553161004695975,-0.009324025686926543,-0.004846769803049416,-0.0018203271785202438,0.003970912709543303,-0.012318189875090528,0.01926812352670552,0.06296309748784049,0.005273317050559272,-0.03420113066212652,-0.0010275182160628883,0.0019537474148156736,-0.012792515303111929,0.026265667429617848,-0.020505948982410843,-0.03694739516601027,-0.014772651987444919,-0.019534098204500874,-0.010129598925138277,-0.000950726291456136,0.004400199872692717,4.9077457483892584e-05,-0.0053851551875622045,-0.005945570192889892,0.001800527638615261,0.0028297752545515904
acc_z_band_1_3hz,0.14039564388128287,-0.08804847945118449,0.11642158702175646,0.07765565767957176,0.04973946914633063,0.02279967828074437,-0.07601362775475913,0.006699807781632712,0.05420861813228799,-0.09985138935453192,-0.16837620840512343,-0.05304151767342294,-0.0021182732080570373,-0.02532693497959906,-0.022130667711893186,0.015567012385009574,0.02197247951199824,-0.012685259438425616,0.008323060034393027,-0.008268968128173921,0.07873654842829178,0.028137627255154812,0.014874746013627722,0.022064892697548105,-0.03692619335521967,-0.029855474884360696,-0.002526666476280758,0.03466747199509572,-0.0566414566333038,0.04949479762399559,-0.007003718088965879,-0.012078716931692615,0.05680218486725359,0.08356597344593532,0.1270969073944094,0.010135840417163637,-0.03054028836717622,0.06608784872032591,0.13502409326315556,-0.012795506718938195,-0.028264282734487743,-0.1337692093225383,-0.007548986218625049,-0.06363163084125666,0.062200577417394015,-0.07223825201881112,0.057060922321017365,-0.045141608903896034,0.0983906612777128,0.05256828502543355,-0.00727121166161724,-0.12881284282560457,-0.15637305437740484,0.09154399681156421,-0.04743829585791706,-0.04580371236074217,0.045363128612155815,0.14562381499705615,0.05015619353018164,-0.22609704771361172,0.14461741408162634,-0.03427263680812482,-0.13915306395758636,-0.27831247076913324,-0.09264122486204532,-0.07154310518108009,-0.14389211239507746,-0.1619617819596492,0.15353974926949807,0.0993107301280955,0.15622361526798978,0.05598524471407806,-0.09252833253030804,-0.21317635004644656,-0.16366131081750238,0.03952870591168292,0.0178817891217877,-0.24029928115608856,0.1268023806791578,-0.0009736231750407109,0.08247822241389047,-0.1392644248598719,0.17411719382641422,-0.2710743798572858,0.04741416619529635,-0.0548336850843658,-0.04029923988689827,-0.09780649904103181,0.13749606494416589,-0.14202130331876628,-0.20693682359539417,-0.08258507743707677,-0.12277219816697005,-0.03084718599953247,0.028599783724310032,0.0043711696232356795,-0.03270621025823738,-0.0076634692062265775,5.5521867664281785e-05,0.013264733008684866,0.005430071536723303
acc_z_band_3_5hz,0.14448370900363258,-0.06235837887505387,0.1758890953035886,0.053816387031872095,0.006481922272714539,0.01195587037440228,-0.018174769880483554,0.010709645905531669,-0.041121545177729,0.11203463978601597,-0.041081012625426246,-0.07080357018570467,-0.04073382735836437,0.011425460972481406,-0.11443431548745567,0.04460752678971266,0.019295807895160548,0.04400540975568658,0.10434900268814228,0.09757327446081744,0.007400391520289554,0.004701046194606311,0.11556781074672876,0.08215591751791611,-0.009073618313708565,0.02407089324191542,0.0032324591462539595,0.07662873715067105,0.05606116300733743,0.05398781759654588,-0.011797354904667174,0.044064889631362805,-0.016395263565117623,-0.0759421902961607,0.024800191682931225,0.0527485632175651,0.0016135989177213234,-0.0008985585807888882,0.003860826097393563,0.06442354626477373,-0.03523630294025357,-0.05403117831425802,-0.13399114812008286,-0.0024792826749495053,0.007832841665491901,-0.04558706713084949,0.09865975305458968,0.08585557809240066,-0.14705468238305278,-0.06393396940366274,-0.18498390830425454,0.01796946293756417,-0.014861850578262656,-0.03633001649598762,0.001249792433836952,-0.030253209514134932,-0.08852308940233393,0.039413059064618616,-0.08542709224945613,-0.16392629848024098,-0.1280599391734005,0.1286626715234044,-0.16667421297654794,0.061099721271955135,0.017807944898912888,0.21800041895791394,0.24463558923977477,0.3894795564997175,-0.06897151921599445,-0.3696168740325125,-0.19292531345579023,0.042534465860724464,-0.07911063044750147,0.07601122807463051,-0.04675861874008494,-0.2182869956624581,-0.07694192989835855,-0.05314136493126634,-0.08607236121100711,-0.08938698710250764,0.07577491527893898,0.01337178802600332,0.04321137184489748,-0.11281736560460029,-0.00901668096723296,-0.11353570299793087,-0.031841477156038134,-0.03263118966099672,0.09876795426173998,-0.1051821951336798,-0.1490958238211254,-0.07097766859326876,-0.09000192978477864,-0.02590892643306352,0.017926641481812392,0.018822528149658117,-0.02088516094556891,-0.010361343844034174,0.00020228928865258016,0.014494060875336333,0.0036444180142738607
acc_z_band_gt_5hz,0.09445673141939791,-0.06046389813340248,-0.2665080985430592,0.013415388393769974,-0.06583087616678038,-0.02210202511162171,0.017895062243679587,-0.10439891207165107,0.15854793690138008,-0.12231301940934344,0.012257481060318303,0.06358841954379223,0.126226654690355,-0.037474598421086386,0.004853352221866872,-0.02557933284045371,0.0772353081663329,0.07513687610925371,-0.0646280104743806,-0.017192055438055562,-0.0016617040673095815,-0.05280161144415433,-0.03308284346656734,-0.08111555238549474,0.08034225142785782,0.04267211438611324,-0.035593075441172614,-0.10089972054592172,-0.06668685881673408,0.04652004350484994,-0.005098803624435509,-0.04297279116782642,0.018440721589939528,-0.2067675267066017,0.08236425121562299,-0.054549831774668836,-0.10379764071004074,-0.17874624916042584,-0.09566346516413055,0.09454711182727704,-0.05995664598561585,0.11190927089056815,-0.06072595384194973,0.054977851633863865,0.07864472942579287,-0.0019317910462548632,0.09942376925235429,-0.049391960792784545,-0.24811357345578566,0.10960607170389951,-0.15881173340848875,0.1024815438249821,-0.05753453448734308,0.028643097534737552,-0.14393047934688125,0.11017627187921344,-0.049409636688885664,-0.10980559614317797,-0.044589265049267746,0.21494289777174683,0.047278710088319624,-0.06931843927993736,0.18049173502778948,0.24286851138172624,-0.09502912971341608,-0.30114873909489187,0.029908346929215422,0.15644717221161153,-0.010944651465830887,0.17166169121776742,-0.09764060688111954,-0.0291954973221054,-0.09095682565109695,-0.0903208723643897,-0.03690018679427331,0.005701982409372561,0.026506289326468035,-0.027056932834445324,-0.04739796665401588,-0.027658223302249124,-0.006621956974078809,-0.07706898824476507,0.13306236726652226,-0.14975426758997035,-0.008885303262173246,-0.07998213657321776,-0.03009489657839444,-0.04458665014073601,0.12251873785592865,-0.12101599587512958,-0.17812267365066914,-0.06761111294463579,-0.09947845746292534,-0.022557643780107953,0.022886660307633422,0.014774109861715151,-0.020060462387450857,-0.004748650602259357,0.004390914051273278,0.011832532761460717,0.004691718239349003
