C,participant,context,session,axis,n_outliers,pct_outliers
3.0,Darius,crowded,session_1,gyro_z,0,0.0
3.0,Darius,crowded,session_2,acc_x,8,0.04469523437063523
3.0,Darius,crowded,session_2,acc_y,19,0.10615118163025868
3.0,Darius,crowded,session_2,acc_z,16,0.08939046874127046
3.0,Darius,crowded,session_2,gyro_x,0,0.0
3.0,Darius,crowded,session_2,gyro_y,0,0.0
3.0,Darius,crowded,session_2,gyro_z,0,0.0
3.0,Darius,normal,session_1,acc_x,0,0.0
3.0,Darius,normal,session_1,acc_y,12,0.06654097815237885
3.0,Darius,normal,session_1,acc_z,5,0.027725407563491185
3.0,Darius,normal,session_1,gyro_x,0,0.0
3.0,Darius,normal,session_1,gyro_y,0,0.0
3.0,Darius,normal,session_1,gyro_z,0,0.0
3.0,Darius,normal,session_2,acc_x,0,0.0
3.0,Darius,normal,session_2,acc_y,2,0.011090778018077969
3.0,Darius,normal,session_2,acc_z,3,0.01663616702711695
3.0,Darius,normal,session_2,gyro_x,0,0.0
3.0,Darius,normal,session_2,gyro_y,0,0.0
3.0,Darius,normal,session_2,gyro_z,0,0.0
3.0,Darius,normal,session_3,acc_x,0,0.0
3.0,Darius,normal,session_3,acc_y,1,0.005545389009038984
3.0,Darius,normal,session_3,acc_z,0,0.0
3.0,Darius,normal,session_3,gyro_x,0,0.0
3.0,Darius,normal,session_3,gyro_y,0,0.0
3.0,Darius,normal,session_3,gyro_z,0,0.0
3.0,Jun,crowded,session_1,acc_x,0,0.0
3.0,Jun,crowded,session_1,acc_y,0,0.0
3.0,Jun,crowded,session_1,acc_z,1,0.005545081512698237
3.0,Jun,crowded,session_1,gyro_x,0,0.0
3.0,Jun,crowded,session_1,gyro_y,1,0.005545081512698237
3.0,Jun,crowded,session_1,gyro_z,0,0.0
3.0,Jun,crowded,session_2,acc_x,0,0.0
3.0,Jun,crowded,session_2,acc_y,1,0.005545389009038984
3.0,Jun,crowded,session_2,acc_z,2,0.011090778018077969
3.0,Jun,crowded,session_2,gyro_x,0,0.0
3.0,Jun,crowded,session_2,gyro_y,4,0.022181556036155937
3.0,Jun,crowded,session_2,gyro_z,0,0.0
3.0,Jun,normal,session_1,acc_x,0,0.0
3.0,Jun,normal,session_1,acc_y,0,0.0
3.0,Jun,normal,session_1,acc_z,3,0.01663524453809471
3.0,Jun,normal,session_1,gyro_x,0,0.0
3.0,Jun,normal,session_1,gyro_y,0,0.0
3.0,Jun,normal,session_1,gyro_z,0,0.0
3.0,Jun,normal,session_2,acc_x,1,0.005544466622310933
3.0,Jun,normal,session_2,acc_y,0,0.0
3.0,Jun,normal,session_2,acc_z,2,0.011088933244621867
3.0,Jun,normal,session_2,gyro_x,0,0.0
3.0,Jun,normal,session_2,gyro_y,3,0.0166333998669328
3.0,Jun,normal,session_2,gyro_z,0,0.0
3.0,Jun,normal,session_3,acc_x,0,0.0
3.0,Jun,normal,session_3,acc_y,0,0.0
3.0,Jun,normal,session_3,acc_z,9,0.04989190088142358
3.0,Jun,normal,session_3,gyro_x,0,0.0
3.0,Jun,normal,session_3,gyro_y,2,0.011087089084760795
3.0,Jun,normal,session_3,gyro_z,0,0.0
3.0,Oana,crowded,session_1,acc_x,2,0.011066843736166445
3.0,Oana,crowded,session_1,acc_y,63,0.34860557768924305
3.0,Oana,crowded,session_1,acc_z,3,0.016600265604249667
3.0,Oana,crowded,session_1,gyro_x,0,0.0
3.0,Oana,crowded,session_1,gyro_y,0,0.0
3.0,Oana,crowded,session_1,gyro_z,0,0.0
3.0,Oana,crowded,session_2,acc_x,0,0.0
3.0,Oana,crowded,session_2,acc_y,52,0.28775385977533063
3.0,Oana,crowded,session_2,acc_z,1,0.0055337280726025125
3.0,Oana,crowded,session_2,gyro_x,0,0.0
3.0,Oana,crowded,session_2,gyro_y,0,0.0
3.0,Oana,crowded,session_2,gyro_z,0,0.0
3.0,Oana,normal,session_1,acc_x,0,0.0
3.0,Oana,normal,session_1,acc_y,41,0.22736094937059834
3.0,Oana,normal,session_1,acc_z,0,0.0
3.0,Oana,normal,session_1,gyro_x,0,0.0
3.0,Oana,normal,session_1,gyro_y,0,0.0
3.0,Oana,normal,session_1,gyro_z,0,0.0
3.0,Oana,normal,session_2,acc_x,0,0.0
3.0,Oana,normal,session_2,acc_y,21,0.11641443538998836
3.0,Oana,normal,session_2,acc_z,0,0.0
3.0,Oana,normal,session_2,gyro_x,0,0.0
3.0,Oana,normal,session_2,gyro_y,0,0.0
3.0,Oana,normal,session_2,gyro_z,0,0.0
3.0,Oana,normal,session_3,acc_x,0,0.0
3.0,Oana,normal,session_3,acc_y,35,0.19409937888198758
3.0,Oana,normal,session_3,acc_z,0,0.0
3.0,Oana,normal,session_3,gyro_x,0,0.0
3.0,Oana,normal,session_3,gyro_y,0,0.0
3.0,Oana,normal,session_3,gyro_z,0,0.0
3.0,Pedro,crowded,session_1,acc_x,12,0.0670353611530082
3.0,Pedro,crowded,session_1,acc_y,4,0.02234512038433607
3.0,Pedro,crowded,session_1,acc_z,0,0.0
3.0,Pedro,crowded,session_1,gyro_x,0,0.0
3.0,Pedro,crowded,session_1,gyro_y,0,0.0
3.0,Pedro,crowded,session_1,gyro_z,0,0.0
3.0,Pedro,crowded,session_2,acc_x,0,0.0
3.0,Pedro,crowded,session_2,acc_y,10,0.055865921787709494
3.0,Pedro,crowded,session_2,acc_z,0,0.0
3.0,Pedro,crowded,session_2,gyro_x,0,0.0
3.0,Pedro,crowded,session_2,gyro_y,0,0.0
3.0,Pedro,crowded,session_2,gyro_z,0,0.0
3.0,Pedro,normal,session_1,acc_x,0,0.0
3.0,Pedro,normal,session_1,acc_y,7,0.038817723063272885
3.0,Pedro,normal,session_1,acc_z,1,0.005545389009038984
3.0,Pedro,normal,session_1,gyro_x,0,0.0
3.0,Pedro,normal,session_1,gyro_y,0,0.0
3.0,Pedro,normal,session_1,gyro_z,0,0.0
3.0,Pedro,normal,session_2,acc_x,0,0.0
3.0,Pedro,normal,session_2,acc_y,9,0.04990573361428413
3.0,Pedro,normal,session_2,acc_z,1,0.005545081512698237
3.0,Pedro,normal,session_2,gyro_x,0,0.0
3.0,Pedro,normal,session_2,gyro_y,0,0.0
3.0,Pedro,normal,session_2,gyro_z,0,0.0
3.0,Pedro,normal,session_3,acc_x,0,0.0
3.0,Pedro,normal,session_3,acc_y,6,0.03327048907618942
3.0,Pedro,normal,session_3,acc_z,0,0.0
3.0,Pedro,normal,session_3,gyro_x,0,0.0
3.0,Pedro,normal,session_3,gyro_y,0,0.0
3.0,Pedro,normal,session_3,gyro_z,0,0.0
