"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.969999988E-3,5.595375896E-1,-1.614123881E-1,1.447436810E-1
1.695200009E-2,6.465318799E-1,-1.475804746E-1,1.524817646E-1
2.693399996E-2,7.292391658E-1,-1.228757054E-1,1.583312899E-1
3.691600007E-2,7.668733597E-1,-5.762585998E-2,1.887344718E-1
4.689799994E-2,7.432264686E-1,8.233237267E-2,2.526750267E-1
5.688000005E-2,6.679213643E-1,2.353192568E-1,2.755829990E-1
6.686199992E-2,5.990424156E-1,2.371091545E-1,3.627111614E-1
7.684400002E-2,5.151296258E-1,1.710973829E-1,4.613679647E-1
8.682600013E-2,4.059150517E-1,4.418177530E-2,4.989385009E-1
9.680800000E-2,2.802617848E-1,-8.863379061E-2,5.185974240E-1
1.067900001E-1,1.585636437E-1,-1.755645126E-1,5.100983381E-1
1.167720000E-1,6.652666628E-2,-1.875268966E-1,4.650546610E-1
1.267540001E-1,2.357401885E-2,-9.841500968E-2,3.794853389E-1
1.367360000E-1,1.822399348E-2,7.024750859E-2,2.730129361E-1
1.467180001E-1,2.260063961E-2,2.573008835E-1,1.729739755E-1
1.566999999E-1,-2.183473669E-2,4.223622680E-1,8.611871302E-2
1.666820000E-1,-1.563184857E-1,5.184149146E-1,-3.293320304E-3
1.766639999E-1,-3.402891159E-1,4.898653626E-1,-9.111931175E-2
1.866460000E-1,-5.285509229E-1,3.500069678E-1,-1.677106172E-1
1.966280001E-1,-7.539553046E-1,1.454783231E-1,-2.441651821E-1
2.066100000E-1,-1.023512840E0,-9.151057154E-2,-3.458902538E-1
2.165920001E-1,-1.296050668E0,-2.960607708E-1,-4.287763536E-1
2.265740000E-1,-1.519511938E0,-4.243858457E-1,-4.608368874E-1
2.365560001E-1,-1.644810796E0,-4.758420885E-1,-4.292776287E-1
2.465379999E-1,-1.673672199E0,-4.337977171E-1,-3.474552035E-1
2.565200001E-1,-1.695828676E0,-2.491287738E-1,-2.449349612E-1
2.665019999E-1,-1.925166726E0,1.935900748E-1,-1.405277550E-1
2.764840000E-1,-2.406072855E0,9.187824130E-1,-4.289679974E-2
2.864659999E-1,-2.596444368E0,1.381193042E0,-3.354823962E-2
2.964480000E-1,-2.312787771E0,1.287718415E0,-6.876934320E-2
3.064300001E-1,-1.866385221E0,8.720874190E-1,-1.046615690E-1
3.164120000E-1,-1.619982481E0,7.847613096E-1,-2.279938757E-1
3.263940001E-1,-1.634021521E0,1.043413043E0,-3.701764643E-1
3.363760000E-1,-1.654004335E0,1.372079015E0,-4.425606430E-1
3.463580001E-1,-1.619433641E0,1.801397085E0,-5.159935951E-1
3.563399999E-1,-1.568181634E0,2.210321426E0,-5.686541200E-1
3.663220000E-1,-1.490929604E0,2.434960127E0,-6.515926719E-1
3.763039999E-1,-1.415929317E0,2.493844986E0,-7.357954383E-1
3.862860000E-1,-1.409275532E0,2.340392113E0,-7.724465728E-1
3.962680001E-1,-1.398558497E0,1.928148389E0,-7.669606805E-1
