"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.524083342E-3,-7.803118229E-2,3.211594224E-1,-6.553356051E-1
1.450708322E-2,-2.867029309E-1,2.367643863E-1,-5.433720350E-1
2.449008333E-2,-5.203619003E-1,1.456272900E-1,-4.758272171E-1
3.447208321E-2,-6.689687371E-1,7.001429796E-2,-4.628531039E-1
4.445508332E-2,-7.330338955E-1,-1.565701328E-2,-4.629995227E-1
5.443708343E-2,-7.698395252E-1,-1.062215343E-1,-4.602276981E-1
6.442008330E-2,-7.930775881E-1,-1.369878948E-1,-4.376766384E-1
7.440308342E-2,-8.193992376E-1,-1.317324042E-1,-4.072780013E-1
8.438508329E-2,-8.617200255E-1,-8.483242244E-2,-3.956836462E-1
9.436808340E-2,-9.360616207E-1,-5.660664290E-2,-3.724925816E-1
1.043510833E-1,-1.055510879E0,-5.171105266E-3,-2.997361422E-1
1.143330834E-1,-1.349347234E0,-1.660454720E-1,1.427438259E-1
1.243160833E-1,-1.430135846E0,-5.455042794E-2,-4.061368853E-2
1.342980834E-1,-1.412181258E0,-2.643076479E-1,-1.823647879E-2
1.442810833E-1,-1.449385524E0,-6.396507621E-1,9.951823950E-2
1.542640834E-1,-1.631689310E0,-1.056176543E0,3.102008998E-1
1.642460832E-1,-1.864711881E0,-1.424555302E0,5.131371617E-1
1.742290833E-1,-2.124830484E0,-1.667322755E0,7.276009917E-1
1.842120832E-1,-2.365275383E0,-1.765233278E0,9.435734153E-1
1.941940833E-1,-2.548149109E0,-1.824395895E0,1.166673064E0
2.041770832E-1,-2.640184402E0,-1.844286442E0,1.345149636E0
2.141590833E-1,-2.643954515E0,-1.681555033E0,1.336996078E0
2.241420834E-1,-2.481253147E0,-1.350828767E0,1.026950002E0
2.341250833E-1,-1.907781601E0,-8.047279119E-1,2.475202084E-1
2.441070834E-1,-1.149068594E0,1.192740202E-1,-8.498575687E-1
2.540900833E-1,-4.785754085E-1,1.183265805E0,-1.667736292E0
2.640730834E-1,-3.874251992E-2,1.663689256E0,-1.820974708E0
2.740550833E-1,1.626851261E-1,1.485641241E0,-1.588131547E0
2.840380834E-1,1.520399749E-1,8.932272196E-1,-1.311006308E0
2.940200833E-1,-5.502771586E-2,5.606973171E-2,-1.069898963E0
3.040030834E-1,-3.415499926E-1,-5.013008714E-1,-8.187035322E-1
3.139860833E-1,-6.308792830E-1,-6.335398555E-1,-6.056588888E-1
