"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.493208231E-3,4.054478705E-1,-3.247432709E-1,6.453734040E-1
1.647520834E-2,3.694793880E-1,-2.392143458E-1,5.044890046E-1
2.645820822E-2,2.866811752E-1,-9.776853770E-2,3.436234295E-1
3.644020832E-2,1.603078991E-1,9.500037134E-2,1.652240753E-1
4.642220843E-2,5.263712257E-3,3.130131066E-1,-2.575333416E-2
5.640520831E-2,-1.519923061E-1,5.241785049E-1,-1.948418170E-1
6.638720841E-2,-2.694536746E-1,6.548233032E-1,-3.228794336E-1
7.637020829E-2,-3.260352015E-1,6.400890350E-1,-4.002390206E-1
8.635220840E-2,-3.371768296E-1,4.560302198E-1,-4.620738924E-1
9.633520828E-2,-3.256778419E-1,1.550776362E-1,-5.307528377E-1
1.063172084E-1,-2.821252942E-1,-1.494907886E-1,-6.126756668E-1
1.162992083E-1,-2.301399261E-1,-4.290691018E-1,-6.907692552E-1
1.262822084E-1,-2.449958473E-1,-7.099657655E-1,-7.783025503E-1
1.362642082E-1,-3.616387248E-1,-9.462874532E-1,-9.245726466E-1
1.462472084E-1,-5.829684734E-1,-1.032853723E0,-1.113592863E0
1.562292082E-1,-8.897055984E-1,-1.031203985E0,-1.281065226E0
1.662122083E-1,-1.266383648E0,-1.061505198E0,-1.398829460E0
1.761942084E-1,-1.705512404E0,-1.025685668E0,-1.526960373E0
1.861762083E-1,-2.165893078E0,-8.744133115E-1,-1.741456389E0
1.961592084E-1,-2.567332745E0,-6.540029049E-1,-2.070061445E0
2.061412083E-1,-2.816269398E0,-4.463149905E-1,-2.364280701E0
2.161242084E-1,-2.872148514E0,-1.651960015E-1,-2.492621660E0
2.261062083E-1,-2.732008934E0,3.835006654E-1,-2.420806885E0
2.360882084E-1,-2.453871250E0,1.123078585E0,-2.172798872E0
2.460712083E-1,-2.118728161E0,1.856070876E0,-1.819521785E0
2.560532084E-1,-1.716067314E0,2.469905376E0,-1.395145178E0
2.660362083E-1,-1.288330913E0,2.913788319E0,-9.044436812E-1
2.760182084E-1,-8.788017035E-1,3.039617062E0,-4.354292750E-1
2.860012082E-1,-5.944461226E-1,2.750740767E0,-1.235091761E-1
2.959832083E-1,-5.813692808E-1,2.076175690E0,-9.583255649E-2
3.059662082E-1,-6.192591190E-1,1.237295389E0,-3.353434205E-1
3.159482083E-1,-6.030902267E-1,6.900401115E-1,-7.813903093E-1
3.259302084E-1,-5.909776092E-1,5.884644985E-1,-1.264220715E0
3.359132083E-1,-5.568163395E-1,7.969021797E-1,-1.619874239E0
3.458952084E-1,-4.026227593E-1,1.150052190E0,-1.923053026E0
3.558782083E-1,-2.347976118E-1,1.382128000E0,-2.146144152E0
3.658602084E-1,-4.874332994E-2,1.327121496E0,-2.280140638E0
3.758422083E-1,1.460616589E-1,1.011982799E0,-2.329832077E0
3.858252084E-1,2.791126668E-1,5.363408923E-1,-2.230503321E0
3.958072083E-1,3.887794912E-1,-1.023824215E-1,-2.087491274E0
4.057902084E-1,4.798888862E-1,-8.235965371E-1,-1.931318402E0
4.157722082E-1,5.765295625E-1,-1.519433975E0,-1.749902487E0
4.257552084E-1,6.561836600E-1,-2.021851301E0,-1.487235665E0
4.357372082E-1,7.242654562E-1,-2.294221878E0,-1.128127575E0
4.457192083E-1,7.755768299E-1,-2.348437548E0,-7.033643126E-1
4.557022082E-1,8.155425787E-1,-2.261482000E0,-2.414342910E-1
4.656842083E-1,8.574281931E-1,-2.066313982E0,1.855945289E-1
4.756672084E-1,8.881105185E-1,-1.800942063E0,5.377505422E-1
4.856492083E-1,9.071246982E-1,-1.455646396E0,8.348573446E-1
