"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.493208231E-3,4.082481530E0,4.148131728E-2,-1.327869346E0
1.647520834E-2,4.436205332E0,1.905285984E-1,-1.441892097E0
2.645820822E-2,4.743952478E0,2.611968774E-1,-1.619767175E0
3.644020832E-2,4.869237844E0,2.827111226E-1,-1.738633029E0
4.642220843E-2,4.799561838E0,1.444309044E-1,-1.687502637E0
5.640520831E-2,4.671368651E0,-2.656109405E-1,-1.443357117E0
6.638720841E-2,4.567384692E0,-9.847120464E-1,-1.039147870E0
7.637020829E-2,4.608198549E0,-1.929953633E0,-5.246876174E-1
8.635220840E-2,4.650659860E0,-2.795314068E0,-9.992862314E-2
9.633520828E-2,4.514507151E0,-3.279845932E0,8.206128627E-2
1.063172084E-1,3.975471636E0,-3.122244759E0,1.414716285E-1
1.162992083E-1,3.398901089E0,-2.680449609E0,4.399825126E-2
1.262822084E-1,3.202511242E0,-2.286529123E0,-3.462408283E-1
1.362642082E-1,3.290936930E0,-1.857925292E0,-1.051301308E0
1.462472084E-1,3.292996612E0,-1.334421151E0,-1.842050686E0
1.562292082E-1,2.747215749E0,-7.061372441E-1,-2.617789092E0
1.662122083E-1,1.753594885E0,-1.504465199E-1,-3.225037640E0
1.761942084E-1,9.696036451E-1,6.221437454E-3,-3.567759322E0
1.861762083E-1,6.269367812E-1,-5.318919718E-1,-3.559925807E0
1.961592084E-1,7.400459786E-1,-1.934724376E0,-2.840162212E0
2.061412083E-1,5.190285359E-1,-3.648649703E0,-1.494346592E0
2.161242084E-1,-6.439085439E-1,-4.970125703E0,2.339962880E-1
2.261062083E-1,-2.191019825E0,-5.903265892E0,2.031805113E0
2.360882084E-1,-3.716913899E0,-6.455696209E0,3.512852798E0
2.460712083E-1,-4.841234944E0,-6.556745451E0,4.322245438E0
2.560532084E-1,-5.749696959E0,-6.242926556E0,4.877201167E0
2.660362083E-1,-6.665773219E0,-5.814799858E0,5.168688376E0
2.760182084E-1,-7.398029975E0,-5.041971027E0,4.731271037E0
2.860012082E-1,-7.368962297E0,-3.911825863E0,3.337610575E0
2.959832083E-1,-6.645807901E0,-2.566080995E0,6.772853279E-1
3.059662082E-1,-5.356199811E0,-9.771094966E-1,-6.676467776E-1
3.159482083E-1,-4.033945839E0,3.405739993E-1,-1.870583125E-1
3.259302084E-1,-2.636509245E0,1.213270935E0,2.553946853E-2
3.359132083E-1,-1.572013111E0,1.495248232E0,1.777062027E-1
3.458952084E-1,-4.223607588E-1,1.782174613E0,8.351168811E-1
3.558782083E-1,4.319636410E-1,2.041099847E0,9.097086418E-1
3.658602084E-1,5.084338197E-1,2.006392529E0,5.079897237E-1
3.758422083E-1,5.943147996E-1,2.192391289E0,4.115527654E-1
3.858252084E-1,-1.003586859E-2,2.215327578E0,5.762661260E-2
3.958072083E-1,-4.720825571E-1,2.415834450E0,-7.265165448E-2
4.057902084E-1,-5.190172800E-1,2.731993985E0,6.197229981E-2
4.157722082E-1,-7.405726665E-1,3.018714543E0,3.867360127E-1
4.257552084E-1,-1.207510259E0,3.246476457E0,8.630127776E-1
4.357372082E-1,-1.841749847E0,3.456166381E0,1.349966558E0
4.457192083E-1,-2.374646078E0,3.651185056E0,1.689664060E0
4.557022082E-1,-2.742077508E0,3.888794265E0,1.925219142E0
4.656842083E-1,-2.912422687E0,4.350592740E0,2.206633937E0
4.756672084E-1,-3.050188643E0,4.820045219E0,2.358189089E0
4.856492083E-1,-3.373917691E0,5.073906180E0,2.354797704E0
4.956322084E-1,-3.811129793E0,5.156208664E0,2.388641388E0
5.056142083E-1,-4.332474557E0,5.026320369E0,1.954676245E0
5.155962084E-1,-5.035661296E0,4.470775825E0,1.115525955E0
5.255779584E-1,-5.174452561E0,3.996353213E0,1.501167369E-1
5.355599583E-1,-4.550933843E0,3.821239629E0,-8.515534043E-1
5.455429584E-1,-3.247470191E0,3.417602824E0,-2.281273645E0
5.555249583E-1,-1.027434728E0,2.453248444E0,-3.669600277E0
5.655079584E-1,1.825829340E0,-4.340095818E-2,-5.565320216E0
5.754899583E-1,5.640862150E0,-4.082962171E0,-4.639960917E0
5.854719584E-1,1.021479221E1,-7.722247558E0,1.670043143E0
5.954549583E-1,1.222793243E1,-1.099594631E1,1.437507563E0
