"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.501208404E-3,3.765120392E0,-9.687105560E0,8.220904541E-1
1.148420828E-2,4.216431885E0,-9.497000885E0,7.813751221E-1
2.146620839E-2,4.497846680E0,-9.351204071E0,6.833290100E-1
3.144920827E-2,4.749174042E0,-9.288933563E0,5.342390442E-1
4.143120837E-2,4.785099335E0,-9.281449127E0,4.742138672E-1
5.141420825E-2,4.693789215E0,-9.492809601E0,5.752537537E-1
6.139620836E-2,4.543352051E0,-9.970615997E0,8.602610779E-1
7.137820823E-2,4.506828003E0,-1.076381653E1,1.280137939E0
8.136120834E-2,4.580474854E0,-1.174233170E1,1.758842468E0
9.134320822E-2,4.634362793E0,-1.253822662E1,2.092049561E0
1.013262083E-1,4.442611542E0,-1.288655228E1,2.194137268E0
1.113082084E-1,3.906875610E0,-1.259810211E1,2.188000031E0
1.212912083E-1,3.468287659E0,-1.216939362E1,2.022444305E0
1.312732084E-1,3.457659760E0,-1.178888489E1,1.516047363E0
1.412552083E-1,3.673510895E0,-1.133966904E1,7.327262878E-1
1.512382084E-1,3.694317627E0,-1.079540085E1,-1.070274353E-1
1.612202083E-1,3.129691772E0,-1.016670822E1,-9.521699524E-1
1.712032084E-1,2.287992096E0,-9.690398712E0,-1.598825226E0
1.811852083E-1,1.766626282E0,-9.702523499E0,-2.058070221E0
1.911682084E-1,1.736987915E0,-1.045231430E1,-2.092648315E0
2.011502082E-1,2.064955902E0,-1.202988373E1,-1.445543976E0
2.111322084E-1,1.842668152E0,-1.367690872E1,-2.499801636E-1
2.211152082E-1,7.539820862E-1,-1.486498810E1,1.249302063E0
2.310972083E-1,-5.828878784E-1,-1.568064194E1,2.736609192E0
2.410802082E-1,-1.826651459E0,-1.607507172E1,3.848646698E0
2.510622083E-1,-2.670746155E0,-1.602522537E1,4.361480255E0
2.610452084E-1,-3.420237579E0,-1.560160629E1,4.785398712E0
2.710272083E-1,-4.243375854E0,-1.512050674E1,4.866230621E0
2.810092084E-1,-4.745132446E0,-1.419468201E1,4.208199005E0
2.909922083E-1,-4.518354034E0,-1.302636154E1,2.489024048E0
3.009742084E-1,-3.574866028E0,-1.157243500E1,-1.805245972E-1
3.109572083E-1,-2.261497192E0,-1.002195923E1,-8.954379272E-1
3.209392084E-1,-8.173004150E-1,-8.765172729E0,-3.891906738E-1
3.309222083E-1,6.086343384E-1,-8.026608582E0,-3.164419556E-1
3.409042084E-1,1.797162781E0,-7.755073242E0,-8.756790161E-2
3.508862082E-1,3.154689789E0,-7.350165253E0,5.882766724E-1
3.608692084E-1,3.948938141E0,-7.139403534E0,3.926335144E-1
3.708512082E-1,4.227209473E0,-7.038363647E0,1.543290710E-1
3.808342083E-1,4.428690491E0,-6.774163055E0,5.658233643E-2
3.908162084E-1,3.886218567E0,-6.677763519E0,-2.484832764E-1
4.007992083E-1,3.811823273E0,-6.316564636E0,-2.466870117E-1
4.107812084E-1,3.895798645E0,-5.932313690E0,-6.316864014E-2
4.207632083E-1,3.775748291E0,-5.579197998E0,2.984793091E-1
4.307462084E-1,3.374432831E0,-5.281018066E0,7.625143433E-1
4.407282083E-1,2.850073242E0,-5.017865295E0,1.171014862E0
4.507112084E-1,2.426304474E0,-4.783602448E0,1.423839111E0
4.606932083E-1,2.126477966E0,-4.499493256E0,1.630559235E0
4.706752084E-1,1.968556366E0,-4.002826080E0,1.869163055E0
4.806582083E-1,1.743723907E0,-3.612288208E0,1.937121735E0
4.906402084E-1,1.316661987E0,-3.440595245E0,1.960024109E0
5.006232082E-1,7.800279236E-1,-3.451372833E0,1.922152863E0
5.106052083E-1,7.334747314E-2,-3.745211792E0,1.426832886E0
5.205869584E-1,-6.911128235E-1,-4.423301697E0,5.258564758E-1
5.305689583E-1,-7.967930603E-1,-4.884492645E0,-4.016148376E-1
5.405509584E-1,-1.630110168E-1,-5.123096466E0,-1.521885223E0
5.505339582E-1,1.181493073E0,-5.730383606E0,-3.052602081E0
5.605159584E-1,3.484154663E0,-6.982080688E0,-4.526586914E0
5.704989582E-1,6.388115845E0,-1.005668701E1,-6.569538574E0
5.804809583E-1,1.057041870E1,-1.407073975E1,-3.756737823E0
5.904639582E-1,1.496827332E1,-1.763931885E1,1.902543640E0
6.004459583E-1,1.615320923E1,-2.036844360E1,6.541397095E-2
6.104279584E-1,1.441038345E1,-1.936642731E1,-4.102668457E0
6.204109583E-1,1.153845566E1,-1.464764008E1,-6.020031281E0
6.303929584E-1,8.569230194E0,-1.038375687E1,-5.279820557E0
6.403759583E-1,6.506369934E0,-7.410639496E0,-3.324586487E0
6.503579584E-1,4.470603333E0,-5.431155853E0,-1.331780548E0
6.603409583E-1,3.352578278E0,-4.475093994E0,-1.549727325E0
6.703229584E-1,2.820135498E0,-5.682034149E0,-7.183561707E-1
6.803049583E-1,2.677332458E0,-9.225914612E0,2.425106964E0
6.902879584E-1,4.491559753E0,-1.299073563E1,3.590283966E0
7.002699582E-1,5.569168854E0,-1.586625595E1,4.002975769E0
7.102529583E-1,5.283862152E0,-1.668714890E1,3.370540924E0
7.202349582E-1,4.855003967E0,-1.657009232E1,8.672964478E-1
7.302169583E-1,3.577710114E0,-1.588167389E1,-5.551954651E-1
7.401999584E-1,1.881736908E0,-1.391117157E1,1.212778015E0
7.501819583E-1,3.282673645E-1,-1.133053802E1,2.292782135E0
7.601649584E-1,-7.812254333E-1,-9.087003479E0,2.762505341E0
7.701469583E-1,-1.441502380E0,-7.606132965E0,3.089724884E0
7.801299584E-1,-1.964664459E0,-6.687493286E0,3.125949554E0
7.901119583E-1,-2.071392517E0,-6.303990784E0,2.755469971E0
8.000939584E-1,-1.674418030E0,-6.180347900E0,2.021246796E0
8.100769583E-1,-1.259031830E0,-6.194867706E0,1.412163391E0
8.200589584E-1,-1.093027039E0,-6.561305695E0,1.162183228E0
8.300419583E-1,-1.090033264E0,-7.262747040E0,1.146016846E0
8.400239584E-1,-1.079555054E0,-8.035290527E0,1.409169617E0
8.500069582E-1,-7.834707642E-1,-8.738977203E0,1.973795471E0
8.599889583E-1,-2.046244812E-1,-9.545799408E0,2.529889069E0
8.699709582E-1,7.348219299E-1,-1.038480469E1,2.869532776E0
8.799539583E-1,1.822759552E0,-1.111319000E1,3.265758820E0
8.899359584E-1,2.916984100E0,-1.148830994E1,3.418291626E0
8.999189583E-1,3.854185181E0,-1.120644608E1,3.097957764E0
9.099009584E-1,4.549189911E0,-1.054691757E1,2.808459778E0
9.198829583E-1,4.879852295E0,-9.698332214E0,2.580184479E0
9.298659584E-1,4.795278168E0,-8.705895996E0,2.331252136E0
9.398479583E-1,4.623435516E0,-7.905061340E0,1.790875854E0
9.498309584E-1,4.659959564E0,-7.388934631E0,9.708810425E-1
9.598129583E-1,4.864434357E0,-7.259453888E0,-4.326004028E-2
9.697959584E-1,4.849914551E0,-7.391030273E0,-9.629475403E-1
9.797779582E-1,4.622238007E0,-7.645052032E0,-1.517544250E0
9.897599583E-1,4.008514252E0,-7.973169708E0,-1.633852386E0
9.997429582E-1,3.192561035E0,-8.253536682E0,-1.608405304E0
1.009724958E0,2.424657898E0,-8.450676727E0,-1.367406464E0
1.019707958E0,1.757046204E0,-8.615034943E0,-9.430389404E-1
1.029689958E0,1.417701874E0,-8.806037750E0,-5.074447632E-1
1.039672958E0,1.198707275E0,-9.091194763E0,-1.085243225E-1
1.049654958E0,1.053808594E0,-9.443412323E0,3.647914124E-1
1.059636958E0,9.485774231E-1,-9.709259491E0,9.466314697E-1
1.069619958E0,1.024469604E0,-9.856253815E0,1.572180634E0
1.079601958E0,1.132395172E0,-9.816137238E0,2.068249054E0
1.089584958E0,1.136287079E0,-9.530830536E0,2.399809570E0
1.099566958E0,1.099763031E0,-9.186396790E0,2.420466614E0
1.109548958E0,1.093775482E0,-8.966953125E0,2.103276215E0
1.119531958E0,1.122216339E0,-8.763675842E0,1.722019043E0
1.129513958E0,1.270557861E0,-8.592881012E0,1.350491638E0
1.139496958E0,1.521735535E0,-8.533903656E0,1.057999878E0
1.149478958E0,1.930834808E0,-8.753796387E0,8.393046570E-1
1.159461958E0,2.609972534E0,-9.253157959E0,8.241860962E-1
1.169443958E0,3.369343414E0,-9.717043304E0,8.655001831E-1
1.179425958E0,4.070036316E0,-9.907597046E0,9.653425598E-1
1.189408958E0,4.643493805E0,-9.902956696E0,1.065933380E0
1.199390958E0,5.043911133E0,-9.821825409E0,1.126257935E0
1.209373958E0,5.387297058E0,-9.776469727E0,1.061442719E0
1.219355958E0,5.497917023E0,-9.789792023E0,9.048683167E-1
1.229338958E0,5.377716980E0,-9.975855103E0,9.256750488E-1
1.239320958E0,5.408852234E0,-1.067041077E1,1.132993927E0
1.249302958E0,5.587580566E0,-1.160656403E1,1.146166534E0
1.259285958E0,5.705834656E0,-1.225082428E1,1.147813110E0
1.269267958E0,5.518125000E0,-1.239123230E1,1.144220581E0
1.279250958E0,4.945266266E0,-1.194007050E1,1.267115021E0
1.289232958E0,4.500092010E0,-1.153830597E1,1.463207245E0
1.299214958E0,4.357438660E0,-1.162737076E1,1.500030670E0
1.309197958E0,4.172573090E0,-1.171718399E1,1.247206421E0
1.319179958E0,3.702849884E0,-1.144579834E1,8.026309204E-1
1.329162958E0,2.884950714E0,-1.091814560E1,1.001417542E-1
1.339144958E0,1.967508545E0,-1.045411057E1,-7.282356262E-1
1.349126958E0,1.397044830E0,-1.043824356E1,-1.542691956E0
1.359109958E0,1.469344482E0,-1.118414246E1,-2.082619171E0
1.369091958E0,2.037263489E0,-1.261831009E1,-1.599573669E0
1.379074958E0,1.755249939E0,-1.413675247E1,-2.082170105E-1
1.389056958E0,3.682342529E-1,-1.522843231E1,1.416504364E0
1.399039958E0,-1.015937347E0,-1.598286346E1,2.954855347E0
1.409021958E0,-2.098785553E0,-1.620260651E1,4.144581299E0
1.419003958E0,-2.812351685E0,-1.592253891E1,4.620890808E0
1.428986958E0,-3.256178741E0,-1.536479874E1,4.903652802E0
1.438968958E0,-3.690874786E0,-1.463940720E1,4.643793182E0
1.448951958E0,-3.566782837E0,-1.336241272E1,3.333717499E0
1.458933958E0,-3.085234222E0,-1.207733505E1,1.495090942E0
1.468915958E0,-2.421963501E0,-1.077803696E1,3.697311401E-2
