"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.308841750E0,1.819498420E0,-1.261234522E0,-2.836864814E-2
2.318823750E0,1.918589830E0,-9.411309958E-1,-3.634640872E-1
2.328805750E0,1.833815932E0,-4.718333185E-1,-6.422531605E-1
2.338787750E0,1.632791400E0,3.392358869E-2,-7.981266379E-1
2.348769750E0,1.410163164E0,3.957952261E-1,-8.004679680E-1
2.358751750E0,1.161390066E0,4.554428458E-1,-6.966776848E-1
2.368733750E0,9.085727334E-1,3.504801095E-1,-5.375972986E-1
2.378715750E0,7.024967670E-1,3.044390976E-1,-3.915503323E-1
2.388697750E0,6.029594541E-1,2.959071994E-1,-2.488195300E-1
2.398679750E0,5.445427895E-1,3.401007652E-1,-6.978347898E-2
2.408661750E0,5.008187294E-1,3.761048019E-1,7.120036334E-2
2.418643750E0,4.678898454E-1,4.129991531E-1,1.824019849E-1
2.428625750E0,4.974595606E-1,4.447220564E-1,2.499230504E-1
2.438607750E0,6.075996757E-1,3.760204911E-1,2.892488837E-1
2.448589750E0,7.329525948E-1,2.489583194E-1,3.043304980E-1
2.458572750E0,8.644632101E-1,1.130532399E-1,2.848425508E-1
2.468554750E0,1.013893485E0,1.991870627E-2,2.522281706E-1
2.478536750E0,1.151591420E0,-9.607287496E-2,2.145409733E-1
2.488518750E0,1.245400786E0,-1.552472264E-1,2.003303915E-1
2.498500750E0,1.283426166E0,-2.659764513E-2,2.462725788E-1
2.508482750E0,1.241070032E0,1.206206456E-1,2.666115761E-1
2.518464750E0,1.221866250E0,2.587611973E-1,2.982182503E-1
2.528446750E0,1.179606438E0,3.058864772E-1,2.674589753E-1
2.538428750E0,1.162730217E0,2.950671017E-1,2.330948710E-1
2.548410750E0,1.206427336E0,2.645217776E-1,2.631964982E-1
2.558392750E0,1.258719563E0,1.794042289E-1,2.765197456E-1
2.568374750E0,1.306801319E0,1.128300950E-1,2.916003466E-1
2.578356750E0,1.329473853E0,1.186664179E-1,3.455093801E-1
2.588338750E0,1.256223798E0,1.024902835E-1,3.745715618E-1
2.598320750E0,1.136994839E0,8.654566854E-2,4.087314010E-1
2.608303750E0,9.629675746E-1,-3.898370266E-2,4.103962779E-1
2.618285750E0,8.078005910E-1,-1.959504187E-1,4.279720783E-1
2.628267750E0,6.385059953E-1,-3.133239150E-1,3.791431785E-1
2.638249750E0,4.605485499E-1,-2.368099838E-1,2.981223464E-1
2.648231750E0,2.038053870E-1,3.374422342E-2,1.605149209E-1
2.658213750E0,-9.040812403E-2,3.968926072E-1,3.980127722E-2
2.668195750E0,-3.197974563E-1,7.139367461E-1,-4.038307443E-2
2.678177750E0,-4.363464415E-1,7.542855144E-1,-1.039268970E-1
2.688159750E0,-4.078747034E-1,5.737041235E-1,-1.288476139E-1
2.698141750E0,-3.007099032E-1,2.497781962E-1,-1.472007930E-1
2.708124000E0,-2.380234450E-1,-1.361785829E-1,-1.788503379E-1
2.718106000E0,-2.214495391E-1,-3.342556953E-1,-1.922497749E-1
2.728088000E0,-3.587888181E-1,-4.520776272E-1,-2.410373241E-1
2.738070000E0,-5.816231966E-1,-4.801518917E-1,-2.621040046E-1
2.748053000E0,-8.489850760E-1,-3.678221703E-1,-2.662473023E-1
2.758035000E0,-1.122429729E0,-1.643801332E-1,-3.145879507E-1
2.768017000E0,-1.326173067E0,6.555507332E-2,-4.238184690E-1
2.777999000E0,-1.446537256E0,2.614841163E-1,-5.555778742E-1
2.787981000E0,-1.565690637E0,3.574223220E-1,-6.212665439E-1
2.797963000E0,-1.792502522E0,3.296298385E-1,-6.160169244E-1
2.807945000E0,-2.106773615E0,1.597297192E-1,-5.577543378E-1
2.817927000E0,-2.398671865E0,-1.104511619E-1,-4.790008962E-1
2.827909000E0,-2.645694971E0,-3.812082112E-1,-3.873813748E-1
2.837891000E0,-2.837981224E0,-5.954416990E-1,-2.990672290E-1
2.847873000E0,-2.960743427E0,-7.291346192E-1,-2.308815420E-1
2.857855000E0,-3.042137146E0,-7.465223670E-1,-1.915093660E-1
2.867837000E0,-3.070253372E0,-5.424942374E-1,-1.351483464E-1
2.877819000E0,-2.955896139E0,-8.038092405E-2,-1.628348045E-2
2.887802000E0,-2.696866274E0,5.298870802E-1,1.307031214E-1
2.897784000E0,-2.389077902E0,1.126445770E0,2.387201339E-1
2.907766000E0,-2.237380028E0,1.682900667E0,2.539063394E-1
2.917748000E0,-2.138965607E0,1.718247056E0,2.302886248E-1
