"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.009791581E-3,-2.791482210E0,-1.280754566E0,-1.084673882E0
1.499179169E-2,-3.110929728E0,-1.034241199E0,-9.715403914E-1
2.497379156E-2,-3.320798397E0,-8.070138097E-1,-9.056842923E-1
3.495679167E-2,-3.206957817E0,-7.186897993E-1,-8.169514537E-1
4.493879154E-2,-2.857787609E0,-9.079048634E-1,-6.589675546E-1
5.492079165E-2,-2.480480194E0,-1.060400844E0,-4.894403219E-1
6.490379153E-2,-2.194735289E0,-9.152863622E-1,-3.511951864E-1
7.488579163E-2,-1.963827372E0,-8.833966255E-1,-2.394353598E-1
8.486779174E-2,-1.784067392E0,-8.683279753E-1,-2.097610980E-1
9.485079162E-2,-1.639502525E0,-6.076143980E-1,-2.862238884E-1
1.048327917E-1,-1.546923637E0,-1.460690200E-1,-4.107558429E-1
1.148147916E-1,-1.486821890E0,4.534596801E-1,-5.061798096E-1
1.247977917E-1,-1.505165458E0,7.490904331E-1,-6.195817590E-1
1.347797916E-1,-1.596410632E0,6.129323244E-1,-7.241877913E-1
1.447617917E-1,-1.644510746E0,1.658551842E-1,-8.173255324E-1
1.547437916E-1,-1.504864693E0,-1.410088688E-1,-8.743872046E-1
1.647267917E-1,-1.296309352E0,-2.341410965E-1,-9.226387739E-1
1.747087915E-1,-1.156311035E0,-4.857179523E-1,-9.758543372E-1
1.846907916E-1,-1.086946011E0,-6.173828840E-1,-1.049191475E0
1.946737915E-1,-1.031821489E0,-7.959648371E-1,-1.086090088E0
2.046557916E-1,-8.983120918E-1,-1.019720435E0,-1.079786062E0
2.146377917E-1,-7.252631187E-1,-1.257177234E0,-1.067073941E0
2.246207916E-1,-5.892670155E-1,-1.493404031E0,-1.024688721E0
2.346027917E-1,-4.741867483E-1,-1.659750700E0,-9.488578439E-1
2.445847916E-1,-3.204610050E-1,-1.643416047E0,-8.372002840E-1
2.545677917E-1,-1.773230135E-1,-1.535105467E0,-7.511951327E-1
2.645497916E-1,-5.394266918E-2,-1.400033236E0,-6.512607336E-1
2.745317917E-1,6.247129291E-2,-1.236169457E0,-5.618456602E-1
2.845137916E-1,1.375706345E-1,-1.121695161E0,-4.903816283E-1
2.944967917E-1,1.765720993E-1,-1.053769469E0,-4.168187380E-1
3.044787915E-1,2.065249234E-1,-9.987050891E-1,-3.581152260E-1
3.144607916E-1,2.457764447E-1,-9.052936435E-1,-3.101197183E-1
3.244437915E-1,3.176485896E-1,-7.455605865E-1,-2.634635866E-1
3.344257916E-1,3.876415193E-1,-5.705261827E-1,-1.899070889E-1
3.444077917E-1,4.600430429E-1,-4.196905494E-1,-1.219034716E-1
3.543907916E-1,5.426827669E-1,-3.000230193E-1,-6.965198368E-2
3.643727917E-1,6.352924109E-1,-2.521253526E-1,-2.789894864E-2
3.743547916E-1,7.149124146E-1,-1.989742517E-1,6.672877818E-3
3.843377917E-1,7.884438038E-1,-1.327041090E-1,4.580185190E-2
3.943197916E-1,8.440452814E-1,-1.028703153E-1,1.076084971E-1
4.043017917E-1,8.652387261E-1,-1.063716784E-1,1.897133738E-1
