"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.373316674E-2,-1.365161133E-1,-1.050620224E1,-6.183641052E-1
2.371416660E-2,4.320016479E-1,-1.112381790E1,-8.903485107E-1
3.369616671E-2,1.121467896E0,-1.172571625E1,-7.132667542E-1
4.367816681E-2,1.046922913E0,-1.242131973E1,-8.208929443E-1
5.365916668E-2,1.041983185E0,-1.310449905E1,-1.228495331E0
6.364116678E-2,1.878892822E0,-1.384815262E1,-1.448088684E0
7.362316665E-2,2.930755463E0,-1.408855270E1,-1.033450928E0
8.360416675E-2,3.994443512E0,-1.362436798E1,-4.481680298E-1
9.358616662E-2,4.910089417E0,-1.283475998E1,-3.571572876E-1
1.035681667E-1,5.431455231E0,-1.212658264E1,-8.183482361E-1
1.135491666E-1,5.488037567E0,-1.207628723E1,-1.952389984E0
1.235311667E-1,4.623136139E0,-1.297292267E1,-4.087998962E0
1.335131668E-1,3.498375092E0,-1.348545685E1,-5.667364655E0
1.434941667E-1,3.216660919E0,-1.353620132E1,-3.970493317E0
1.534761668E-1,3.529061279E0,-1.409154648E1,-1.862427063E0
1.634581666E-1,3.692820740E0,-1.371852219E1,-2.356100464E0
1.734391667E-1,3.204386444E0,-1.222133560E1,-3.083138580E0
1.834211666E-1,1.911974030E0,-1.028810577E1,-2.625390472E0
1.934031667E-1,-1.773811340E-1,-8.835676117E0,-1.582509155E0
2.033841666E-1,-9.069639587E-1,-8.445737000E0,-2.323168945E-1
2.133661667E-1,-1.472937012E0,-9.655970306E0,7.108717346E-1
2.233481668E-1,-2.494562531E0,-1.253747818E1,2.315684509E0
2.333291667E-1,-3.179089050E0,-1.452190155E1,3.856729889E0
2.433111668E-1,-3.522624664E0,-1.560774353E1,4.356091461E0
2.532931666E-1,-4.285588074E0,-1.640648254E1,4.068539429E0
2.632741667E-1,-5.846991119E0,-1.741792923E1,3.269201660E0
2.732561666E-1,-6.504723358E0,-1.825034821E1,7.589218140E-2
2.832381667E-1,-5.187312927E0,-1.743963409E1,-4.281396790E0
2.932191668E-1,-4.511168976E0,-1.580982330E1,-4.535119171E0
3.032011667E-1,-4.330644379E0,-1.326197159E1,-1.326242065E0
3.131831668E-1,-3.322041779E0,-1.125584335E1,8.861572266E-2
3.231641666E-1,-2.385738831E0,-9.647587738E0,-6.619235229E-1
3.331461668E-1,-2.410287781E0,-8.144563293E0,-3.917353821E-1
3.431281666E-1,-1.893861694E0,-7.806117096E0,5.050497437E-1
3.531091667E-1,8.035290527E-1,-8.149652710E0,1.340911560E0
3.630911666E-1,3.950734406E0,-8.681496735E0,1.589544525E0
3.730731667E-1,4.688101044E0,-8.590186615E0,-9.175918579E-2
3.830541668E-1,2.734663239E0,-7.834408264E0,1.799258423E-1
3.930361667E-1,7.029382324E-1,-6.339467010E0,8.291258240E-1
4.030181668E-1,6.361770630E-2,-5.048401794E0,2.478845215E-1
4.129991666E-1,5.583389282E-2,-4.175417175E0,9.478289795E-1
4.229811667E-1,-1.942959595E-1,-3.768413544E0,1.697619781E0
4.329631666E-1,4.236190796E-2,-3.462449799E0,1.673370209E0
4.429441667E-1,6.002517700E-2,-3.193908234E0,1.699565735E0
4.529261666E-1,-2.866539001E-1,-3.025358734E0,1.896107025E0
4.629081667E-1,-9.318122864E-1,-2.715952148E0,2.131268005E0
4.728891668E-1,-1.821112976E0,-2.173180847E0,1.948348389E0
4.828711667E-1,-2.669398956E0,-1.733694763E0,1.453776855E0
4.928531668E-1,-3.331172791E0,-1.463057556E0,6.647676086E-1
5.028341666E-1,-3.846551056E0,-1.481618958E0,-3.135978699E-1
5.128161667E-1,-3.945794678E0,-1.897154846E0,-1.270707550E0
5.227981666E-1,-3.826642456E0,-2.593057709E0,-1.814526672E0
5.327791667E-1,-2.962489471E0,-3.493285675E0,-2.380050659E0
5.427611666E-1,-1.946552124E0,-4.866230621E0,-2.971770172E0
5.527431667E-1,-1.001567230E0,-6.504873047E0,-3.860023041E0
5.627241668E-1,-1.257385254E-2,-8.574020233E0,-5.544619904E0
5.727061667E-1,6.042933655E-1,-1.127455444E1,-8.604257355E0
5.826881668E-1,1.625320129E0,-1.466650085E1,-1.373693390E1
5.926691666E-1,3.730841675E0,-1.909638885E1,-1.764919830E1
6.026511667E-1,7.056026917E0,-2.420885742E1,-1.744681915E1
6.126321666E-1,9.359586639E0,-2.745141449E1,-1.454450455E1
6.226141667E-1,7.342980194E0,-2.361743729E1,-1.305450302E1
6.325961668E-1,4.123475189E0,-1.656949356E1,-1.369217697E1
6.425771667E-1,2.778522034E0,-1.105780518E1,-1.178484329E1
6.525591668E-1,2.057022400E0,-6.972650299E0,-7.615114288E0
6.625411666E-1,1.588496704E0,-3.337310028E0,-4.748575287E0
6.725221667E-1,-4.180805969E-1,-8.183482361E-1,-4.372706909E0
