"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.123816660E-2,7.158369709E-1,-5.869996405E-1,-1.773760616E0
2.122016670E-2,1.008724734E0,-1.166383283E0,-2.353649457E0
3.120116680E-2,1.807091353E0,-1.795078248E0,-2.402590506E0
4.118316667E-2,2.202273522E0,-2.452176064E0,-2.365514920E0
5.116516678E-2,1.963423972E0,-3.151266244E0,-2.705876226E0
6.114616664E-2,2.464630341E0,-3.897065737E0,-3.127076898E0
7.112816675E-2,3.491743180E0,-4.479206926E0,-3.021107808E0
8.111016662E-2,4.585737348E0,-4.318473984E0,-2.430713274E0
9.109116672E-2,5.625174655E0,-3.662739739E0,-2.028519124E0
1.010731666E-1,6.365613420E0,-2.833490539E0,-2.221477825E0
1.110551667E-1,6.676742595E0,-2.382769614E0,-2.948297110E0
1.210361668E-1,6.288952330E0,-2.830994947E0,-4.589688311E0
1.310181667E-1,5.082072986E0,-3.760689372E0,-6.733105077E0
1.410001668E-1,4.291473589E0,-3.806232750E0,-6.710442438E0
1.509811666E-1,4.326553082E0,-4.145230924E0,-3.947965749E0
1.609631667E-1,4.622671285E0,-4.401109174E0,-3.082817568E0
1.709451666E-1,4.408265582E0,-3.335022013E0,-3.862777664E0
1.809261667E-1,3.457109244E0,-1.543021739E0,-3.775878684E0
1.909081666E-1,1.588385461E0,3.531677324E-1,-2.667391022E0
2.008901667E-1,-1.958433520E-1,1.261501109E0,-1.235216120E0
2.108711668E-1,-5.101482599E-1,1.062104039E0,2.583644861E-1
2.208531667E-1,-1.607401337E0,-1.298751381E0,1.635684904E0
2.308351668E-1,-2.652828824E0,-3.884650344E0,3.659256552E0
2.408161666E-1,-3.232820577E0,-5.350999297E0,5.036034933E0
2.507981667E-1,-3.839985217E0,-6.257370933E0,5.208693856E0
2.607801666E-1,-5.156565928E0,-7.134135777E0,5.084704818E0
2.707611667E-1,-6.723939566E0,-8.288103082E0,3.477656068E0
2.807431668E-1,-6.316064115E0,-8.349779513E0,-6.524649207E-1
2.907251667E-1,-5.119295776E0,-7.108114498E0,-3.260529947E0
3.007061668E-1,-5.023109663E0,-5.015520562E0,-9.728807902E-1
3.106881666E-1,-4.620889054E0,-2.581478468E0,1.943209856E0
3.206701668E-1,-3.593308438E0,-9.900324279E-1,2.093308028E0
3.306511666E-1,-3.193858825E0,6.664147693E-1,1.723049322E0
3.406331667E-1,-3.399745720E0,1.528814759E0,2.784903392E0
3.506151666E-1,-1.909146901E0,1.443017394E0,3.540556613E0
3.605961667E-1,1.333992257E0,8.404653293E-1,4.745796982E0
3.705781668E-1,3.465437726E0,4.751353884E-1,3.821200452E0
3.805591667E-1,2.546838977E0,8.640360403E-1,3.018195018E0
3.905411668E-1,1.770994444E-1,1.899930519E0,4.124320989E0
4.005231666E-1,-1.265497681E0,3.406242853E0,4.180505130E0
4.105041667E-1,-1.333055533E0,4.329118840E0,4.259466223E0
4.204861666E-1,-1.479878241E0,4.917415393E0,5.460752705E0
4.304681667E-1,-1.415331705E0,5.143275207E0,5.927586801E0
4.404491668E-1,-1.073863228E0,5.391302986E0,6.008352052E0
4.504311667E-1,-1.176427045E0,5.559201105E0,6.276680778E0
4.604131668E-1,-1.560024857E0,5.697843266E0,6.621976404E0
4.703941667E-1,-2.275901370E0,6.155068633E0,6.723759472E0
4.803761668E-1,-3.124721054E0,6.673870443E0,6.389710965E0
4.903581666E-1,-3.791127930E0,7.054804264E0,5.691614227E0
5.003391667E-1,-4.354889566E0,7.238744804E0,4.756986214E0
5.103211666E-1,-4.606033618E0,7.089446678E0,3.592881299E0
5.203031667E-1,-4.546615089E0,6.551999266E0,2.742295317E0
5.302841668E-1,-4.023731630E0,5.879553094E0,2.081081353E0
5.402661667E-1,-2.876474298E0,4.842072850E0,1.276503310E0
5.502481668E-1,-1.882473657E0,3.381365290E0,4.551256317E-1
5.602291666E-1,-7.937434450E-1,1.694074615E0,-1.073855480E0
5.702111667E-1,8.958742026E-2,-6.444888800E-1,-3.451778338E0
5.801931666E-1,8.470253936E-1,-3.567986779E0,-7.787243453E0
5.901741667E-1,2.441461334E0,-7.439092632E0,-1.315570897E1
6.001561666E-1,5.295878180E0,-1.230838427E1,-1.489556085E1
6.101381667E-1,8.589107219E0,-1.710191295E1,-1.315812036E1
6.201191668E-1,8.837850112E0,-1.715371928E1,-1.019022338E1
6.301011667E-1,5.410661947E0,-1.075481416E1,-1.020827725E1
6.400831668E-1,3.148568339E0,-4.363850132E0,-9.828285413E0
6.500641666E-1,2.158176599E0,2.568711072E-1,-6.259856000E0
6.600461667E-1,1.639826633E0,4.027648095E0,-2.275662657E0
6.700281666E-1,5.529558353E-1,7.219499279E0,-6.118260410E-1
6.800091667E-1,-2.054098207E0,8.813940262E0,-1.006090344E0
6.899911666E-1,-3.665346428E0,6.927123878E0,4.630760908E-2
6.999731667E-1,-4.980418557E0,1.652251820E0,2.967029250E-1
7.099541668E-1,-7.415935319E0,-4.364671081E0,3.431020430E-1
