"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.511541661E-3,-1.444645844E0,-9.581275635E0,2.982697449E0
8.471458452E-3,-9.334588623E-1,-9.868079224E0,2.963836670E0
1.845445833E-2,-2.267784119E-1,-1.029529083E1,2.766247559E0
2.843645844E-2,4.584965515E-1,-1.069046906E1,2.441123657E0
3.841945832E-2,1.103804626E0,-1.084195404E1,2.089804230E0
4.840245843E-2,1.730102234E0,-1.078911392E1,1.719174957E0
5.838545831E-2,2.293231201E0,-1.050874695E1,1.414408722E0
6.836745841E-2,2.738255768E0,-1.000863693E1,1.099313965E0
7.835045853E-2,2.906356201E0,-9.747879181E0,6.204597473E-1
8.833345841E-2,3.038681030E0,-9.420360260E0,-7.364685059E-2
9.831645852E-2,3.293600922E0,-8.551267548E0,-8.399034119E-1
1.082984584E-1,3.466790771E0,-7.652835846E0,-1.527423706E0
1.182814585E-1,3.190914459E0,-7.351662140E0,-2.115401001E0
1.282644584E-1,3.194057922E0,-6.971752167E0,-2.259551239E0
1.382474585E-1,2.708018646E0,-7.400909729E0,-1.993704071E0
1.482304584E-1,1.841919708E0,-7.908803558E0,-1.409019928E0
1.582124585E-1,1.047521667E0,-8.426277466E0,-6.930587769E-1
1.681954584E-1,8.882528687E-1,-8.772657166E0,-5.254074097E-2
1.781784585E-1,9.997709656E-1,-8.954978027E0,6.391708374E-1
1.881614584E-1,1.022224274E0,-9.156459045E0,1.005159760E0
1.981434585E-1,1.207089844E0,-9.286538544E0,1.312321014E0
2.081264583E-1,1.516795807E0,-9.267228699E0,1.630708923E0
2.181094585E-1,1.771715698E0,-9.173972626E0,1.860181732E0
2.280924583E-1,1.851649475E0,-9.044791260E0,1.908531189E0
2.380744584E-1,1.813927917E0,-8.958869934E0,1.681603088E0
2.480574583E-1,1.672621765E0,-8.873397675E0,1.246607666E0
2.580404584E-1,1.434317322E0,-8.866811371E0,7.979905701E-1
2.680234583E-1,1.017883301E0,-9.208999786E0,4.023632813E-1
2.780064584E-1,5.243595886E-1,-1.002225861E1,3.068618774E-2
2.879884585E-1,5.510041809E-1,-1.091829529E1,-2.951861572E-1
2.979714584E-1,1.261576538E0,-1.139475449E1,-5.381309509E-1
3.079544585E-1,2.310445404E0,-1.124506577E1,-6.735992432E-1
3.179374584E-1,3.379671936E0,-1.063298859E1,-6.399192810E-1
3.279194585E-1,4.156706085E0,-1.000983444E1,-4.764591980E-1
3.379024584E-1,4.642895050E0,-9.659413147E0,-3.629951477E-1
3.478854585E-1,4.828359375E0,-9.531878357E0,-1.499880981E-1
3.578684584E-1,4.711153107E0,-9.665400696E0,3.608995056E-1
3.678504585E-1,4.422852631E0,-1.010264145E1,1.160087585E0
3.778334584E-1,4.346212006E0,-1.096724350E1,1.998344421E0
3.878164585E-1,4.550986176E0,-1.201281921E1,2.739902344E0
3.977994584E-1,4.387226715E0,-1.257400223E1,3.570225677E0
4.077824585E-1,3.848347321E0,-1.242865448E1,4.530179443E0
4.177644583E-1,3.143463135E0,-1.208721451E1,4.759502563E0
4.277474585E-1,2.486928406E0,-1.203452408E1,4.118236084E0
4.377304583E-1,2.009122009E0,-1.242176880E1,2.854264526E0
4.477134584E-1,1.482816467E0,-1.278880554E1,1.606459351E0
4.576954583E-1,7.816744995E-1,-1.294777496E1,3.396437073E-1
4.676784584E-1,-1.125659180E-1,-1.262609390E1,-9.857002258E-1
4.776614583E-1,-1.125659180E0,-1.195518906E1,-2.076931000E0
4.876444584E-1,-1.742526398E0,-1.154144943E1,-2.769540710E0
4.976264585E-1,-1.727407837E0,-1.144400208E1,-2.701731720E0
5.076094584E-1,-1.576970673E0,-1.164428558E1,-1.925745392E0
5.175924585E-1,-1.461860046E0,-1.208975922E1,-1.080453186E0
5.275754584E-1,-1.118174744E0,-1.263178207E1,9.610015869E-2
5.375584585E-1,-8.770262146E-1,-1.324505676E1,1.172062683E0
5.475404584E-1,-1.537452850E0,-1.369053040E1,1.995350647E0
5.575234585E-1,-2.349214783E0,-1.362391891E1,2.725232849E0
5.675064584E-1,-2.651436310E0,-1.329325653E1,3.384461975E0
5.774894585E-1,-3.092419281E0,-1.315284851E1,3.701352997E0
5.874714584E-1,-3.514990540E0,-1.288370819E1,3.793261871E0
5.974544585E-1,-3.785478058E0,-1.259346176E1,3.338657227E0
6.074374584E-1,-4.089346161E0,-1.230097000E1,2.118843842E0
6.174204585E-1,-4.096531219E0,-1.170700516E1,7.869136047E-1
