"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.039966958E0,-4.200649665E0,3.737827928E0,2.411649013E0
2.049948958E0,-4.620317196E0,3.371224464E0,9.923076526E-1
2.059931958E0,-4.692130360E0,2.906502966E0,-2.131660938E-1
2.069914958E0,-4.344669802E0,2.834873990E0,-8.357905535E-1
2.079897958E0,-3.434867605E0,2.796251961E0,-1.392581066E0
2.089880958E0,-1.932723167E0,2.402167752E0,-2.102572210E0
2.099862958E0,-1.154310536E-1,1.222018955E0,-3.055069606E0
2.109845958E0,1.800673449E0,-9.718534344E-1,-3.991524582E0
2.119828958E0,4.349049367E0,-4.283194224E0,-3.412895815E0
2.129811958E0,6.822027193E0,-7.137285672E0,-2.008152541E0
2.139793959E0,8.009835259E0,-8.330105386E0,-2.487471027E0
2.149776958E0,8.118059034E0,-8.285951307E0,-4.443472252E0
2.159759959E0,6.719413236E0,-5.962178929E0,-5.748414080E0
2.169742958E0,4.166636704E0,-2.613879059E0,-5.015527579E0
2.179725959E0,2.515910130E0,-6.769380033E-2,-2.988344690E0
2.189707958E0,1.562895547E0,1.193168793E0,-1.807917565E0
2.199690958E0,1.339529278E0,5.324737698E-1,-1.588882036E0
2.209673958E0,1.769544919E0,-2.315278128E0,-5.211061978E-1
2.219656958E0,2.860457605E0,-5.633827364E0,7.794244909E-1
2.229638958E0,2.789047314E0,-8.135589572E0,1.737301326E0
2.239621958E0,3.661242852E-1,-9.143925539E0,1.835787148E0
2.249604958E0,-2.099864657E0,-7.867332766E0,1.023912950E0
2.259587958E0,-4.046823162E0,-4.832701517E0,5.875153649E-1
2.269570958E0,-6.026370832E0,-1.934149595E0,9.536060286E-1
2.279552958E0,-7.173292826E0,2.249189973E-2,2.387923350E0
2.289535958E0,-7.500221763E0,1.494569955E0,3.249846207E0
2.299518958E0,-7.409878188E0,2.466777146E0,3.027373685E0
2.309501958E0,-7.171722264E0,3.047381687E0,3.053271003E0
2.319483958E0,-6.883811213E0,3.128408309E0,3.370695291E0
2.329466958E0,-6.483730685E0,2.698561944E0,3.603246074E0
2.339449958E0,-6.088854763E0,1.884604967E0,3.676655527E0
2.349432959E0,-5.734192482E0,1.111317714E0,3.565642630E0
2.359415958E0,-5.273611983E0,4.858252680E-1,3.479625410E0
2.369397959E0,-4.736093528E0,2.139671624E-2,3.377564600E0
2.379380958E0,-4.087425935E0,-2.419642156E-1,3.230525837E0
2.389363959E0,-3.546198591E0,-4.710230416E-1,3.128282593E0
2.399346958E0,-2.923466324E0,-7.517788553E-1,3.004487683E0
2.409328958E0,-2.136199986E0,-1.048019266E0,2.721350298E0
2.419311958E0,-1.149667116E0,-1.144124687E0,2.368246300E0
2.429294958E0,-8.829281017E-2,-9.967754370E-1,1.983990676E0
2.439277958E0,1.010645325E0,-8.002709842E-1,1.688654830E0
2.449260958E0,2.140235441E0,-6.870367295E-1,1.375949246E0
2.459242958E0,3.360010966E0,-2.754699308E-1,1.139739275E0
2.469225958E0,4.302701120E0,6.523680031E-2,7.622342616E-1
2.479208958E0,4.949024271E0,3.500166678E-1,2.011511986E-1
2.489191958E0,5.117157449E0,7.793291813E-1,-4.755950161E-1
2.499173958E0,4.915058380E0,1.208758054E0,-1.241224135E0
2.509156958E0,4.501128137E0,1.561782530E0,-1.851545395E0
2.519139958E0,3.905454152E0,1.795602744E0,-2.201563817E0
2.529122958E0,3.197879078E0,1.795246648E0,-2.334012607E0
2.539105958E0,2.295865957E0,1.589382557E0,-2.161413910E0
2.549087958E0,1.294421079E0,1.186769015E0,-1.640656938E0
2.559070959E0,5.448171689E-1,7.653625220E-1,-9.914316666E-1
2.569053958E0,1.376618021E-1,3.916886044E-1,-5.023781508E-1
2.579036959E0,-1.219039762E-1,1.138903123E-1,-1.279916038E-1
2.589018958E0,-1.916765530E-1,1.624239564E-2,1.748832035E-1
2.599001959E0,-1.856490604E-1,6.698277891E-2,4.590437778E-1
2.608984958E0,-9.422133867E-2,2.917860013E-1,5.076252960E-1
2.618967958E0,1.620985954E-1,5.682832879E-1,1.746206635E-1
2.628949958E0,3.973284631E-1,8.779921746E-1,-3.979433709E-1
2.638932958E0,5.439995089E-1,1.096797323E0,-9.348312038E-1
2.648915042E0,6.249906085E-1,1.191906379E0,-1.437240345E0
2.658898042E0,6.463860822E-1,1.293254998E0,-2.092343529E0
2.668881042E0,5.837022494E-1,1.164738461E0,-2.872779735E0
2.678863042E0,4.572178751E-1,6.992305130E-1,-3.395531047E0
2.688846042E0,3.351135039E-1,5.381543398E-2,-3.320421515E0
2.698829042E0,7.152534188E-1,-7.013618231E-1,-2.867827728E0
2.708812042E0,1.955904161E0,-1.316599422E0,-2.346136808E0
2.718794042E0,3.472644711E0,-1.229380599E0,-1.732815927E0
2.728777042E0,4.605725762E0,-6.938329482E-1,-1.097702180E0
2.738760042E0,5.223152851E0,-1.008545297E-1,-6.195361796E-1
2.748743042E0,5.474717610E0,3.106146204E-1,-3.632161725E-1
2.758726042E0,5.474759710E0,3.790562797E-1,-3.700107832E-1
2.768708042E0,5.264210830E0,1.704767418E-1,-3.676999636E-1
2.778691042E0,4.773506060E0,-2.607197446E-1,-1.241387272E-1
2.788674042E0,4.000855569E0,-7.455322748E-1,3.442773333E-1
2.798657042E0,3.317173387E0,-1.128433684E0,8.291313788E-1
2.808639042E0,2.915690696E0,-1.553869493E0,1.179477391E0
2.818622042E0,2.853502634E0,-2.253638535E0,1.452571160E0
2.828605042E0,2.918090686E0,-2.925073138E0,1.580024966E0
2.838588042E0,2.957488348E0,-3.465343586E0,9.026741490E-1
2.848570042E0,2.993007552E0,-3.495742675E0,-5.182173809E-1
2.858553042E0,3.423657908E0,-3.153929651E0,-1.869853612E0
2.868536042E0,4.146520820E0,-2.833302843E0,-2.929146017E0
2.878519042E0,4.724227773E0,-2.590463884E0,-3.859755823E0
2.888502042E0,4.767353912E0,-2.108220035E0,-4.647541248E0
2.898484042E0,4.229979006E0,-1.298109357E0,-5.070362767E0
2.908467042E0,3.278313376E0,-6.471902937E-1,-5.011625732E0
2.918450042E0,2.393672333E0,-5.412948793E-1,-4.388446444E0
2.928433042E0,1.689063989E0,-1.225790994E0,-3.121972278E0
2.938415042E0,5.307195320E-1,-2.414170917E0,-1.879083003E0
2.948398042E0,-5.264297953E-1,-3.684363912E0,-8.080600601E-1
2.958381042E0,-1.344603784E0,-4.605212669E0,6.183956802E-1
2.968364042E0,-2.525013368E0,-5.275982444E0,2.176442424E0
2.978346042E0,-3.627817243E0,-5.513008102E0,3.489494340E0
2.988329042E0,-4.788535451E0,-5.483373828E0,4.375168587E0
2.998312042E0,-5.837567747E0,-5.162610780E0,5.018977436E0
3.008295042E0,-6.740677221E0,-4.732070351E0,5.246251692E0
3.018277042E0,-7.446872352E0,-4.256209323E0,4.856050619E0
3.028260042E0,-7.484472288E0,-3.727947303E0,3.720630097E0
3.038243042E0,-7.063713666E0,-2.946707252E0,2.095742662E0
3.048226042E0,-6.123964954E0,-1.990086983E0,2.959802822E-1
3.058209042E0,-4.890312964E0,-9.368291974E-1,-6.985913392E-1
3.068191042E0,-3.371565941E0,1.888001615E-1,-1.918143281E-1
3.078174042E0,-1.422846985E0,9.664681488E-1,7.241450603E-1
3.088157042E0,-1.293238918E-1,1.258695030E0,6.380973617E-1
3.098140042E0,5.186284402E-1,1.415339014E0,3.708643305E-1
3.108122042E0,9.549022101E-1,1.541132503E0,-8.477293253E-3
3.118105042E0,1.333544361E0,2.004161816E0,-1.447502355E-1
3.128088042E0,1.129349357E0,2.383395267E0,-2.169001257E-1
3.138071042E0,4.840085381E-1,2.694160745E0,-2.965976751E-1
3.148053042E0,-2.388853642E-1,3.028295206E0,-2.225882971E-1
3.158036042E0,-6.415904152E-1,3.484993154E0,2.184367009E-1
3.168019042E0,-1.215110177E0,3.855120150E0,8.235814941E-1
3.178002042E0,-1.657779193E0,4.096746982E0,1.391083009E0
3.187984042E0,-1.667529133E0,4.394905863E0,1.744565907E0
3.197967042E0,-1.704970316E0,4.632803925E0,1.902690990E0
3.207950042E0,-2.005906625E0,4.844709359E0,2.109805216E0
3.217933042E0,-2.438711681E0,5.028056408E0,2.385100315E0
3.227916042E0,-2.873209213E0,5.208804953E0,2.674536320E0
3.237898042E0,-3.379932429E0,5.212272937E0,2.866101630E0
3.247881042E0,-3.830379704E0,5.232262228E0,2.895303794E0
3.257864042E0,-4.202008266E0,5.267474746E0,2.657865908E0
3.267847042E0,-4.542465028E0,5.253814480E0,2.017255486E0
3.277829042E0,-4.580901408E0,5.174496415E0,1.036669235E0
3.287812042E0,-3.988905906E0,5.036145446E0,3.115267861E-1
3.297795042E0,-2.992434232E0,4.700324648E0,-7.667407107E-1
3.307778042E0,-1.910299387E0,3.422347839E0,-3.073022897E0
3.317760042E0,-7.186023384E-2,7.702572262E-1,-5.562898300E0
3.327743042E0,2.820324363E0,-4.055601879E0,-6.980387335E0
3.337726042E0,7.903169766E0,-9.572142869E0,-1.672924651E0
3.347709042E0,1.037624436E1,-1.250031562E1,1.775480136E0
3.357691042E0,9.555326861E0,-1.370555189E1,-2.010939324E0
3.367674042E0,8.595259659E0,-1.109328608E1,-6.098116168E0
3.377657042E0,6.133369616E0,-5.363272018E0,-8.014942217E0
3.387640042E0,3.446771367E0,-1.089364343E0,-7.059030046E0
3.397623042E0,1.861664878E0,8.700428849E-1,-4.914685328E0
3.407605042E0,1.097808014E0,5.829182839E-1,-3.903788280E0
3.417588042E0,1.263444431E0,-2.703197032E0,-1.309771628E0
3.427571042E0,2.268019177E0,-6.503569703E0,2.178485441E0
3.437554042E0,2.969031921E0,-8.610826117E0,2.711319984E0
3.447536042E0,7.798650786E-1,-9.019821310E0,2.164401838E0
3.457519042E0,-2.146143614E0,-7.474268312E0,1.946946226E0
3.467502042E0,-4.464003288E0,-4.540479898E0,2.005377452E0
3.477485042E0,-6.258258541E0,-1.493784674E0,3.080799694E0
3.487467042E0,-7.034739543E0,7.190303546E-1,4.029407523E0
3.497450042E0,-7.150175275E0,2.294124071E0,4.418349105E0
3.507433042E0,-7.220091017E0,3.389518062E0,4.440328789E0
3.517416042E0,-7.248037199E0,4.161274515E0,4.255298327E0
3.527398042E0,-7.216456972E0,4.443168197E0,4.114755821E0
3.537381042E0,-7.067906705E0,4.192845386E0,3.999151690E0
3.547364042E0,-6.597950195E0,3.421423395E0,3.703707086E0
3.557347042E0,-6.090740490E0,2.614853790E0,3.305405281E0
3.567329042E0,-5.645287907E0,2.060057690E0,3.056294013E0
3.577312042E0,-4.911910824E0,1.509306693E0,2.903398679E0
