"time_acc","acc_x","acc_y","acc_z","time_gyro","gyro_x","gyro_y","gyro_z"
-9.012499868E-5,-7.826025696E0,-8.953481140E0,3.868106232E0,4.937875001E-3,1.666673779E0,2.697481632E0,7.385672927E-1
9.965875000E-3,-1.048300049E1,-1.465512451E1,5.301824799E0,1.499287500E-2,1.506495595E0,2.971747398E0,1.111700654E0
2.002087500E-2,-1.267953278E1,-2.084804626E1,4.432582397E0,2.504887500E-2,1.283631325E0,2.016520977E0,1.291123152E0
3.007687500E-2,-1.419019135E1,-2.317420898E1,-2.423460388E-1,3.510487500E-2,1.030234456E0,3.044148684E-1,8.055787086E-1
4.013287500E-2,-1.203766754E1,-1.995530273E1,-3.301235046E0,4.516087500E-2,6.597921252E-1,-2.749696672E-1,1.343036741E-1
5.018887500E-2,-3.163671112E0,-1.473146576E1,2.200424194E-1,5.521687500E-2,6.453157067E-1,8.309953213E-1,-1.030755937E-1
6.024487500E-2,2.819237366E0,-1.222223373E1,7.652237091E0,6.527287500E-2,5.249511003E-1,1.679750919E0,5.950678140E-2
7.030087500E-2,3.324436798E0,-1.077399536E1,9.769134979E0,7.532887500E-2,4.446206987E-1,2.142132282E0,2.080434859E-1
8.035687500E-2,1.924398193E0,-8.147407379E0,8.822653198E0,8.538487500E-2,6.236511469E-1,2.431030512E0,1.293452084E-1
9.041287500E-2,2.486329651E-1,-6.538702698E0,6.745273132E0,9.543987500E-2,9.833590388E-1,2.515535355E0,1.239001453E-1
1.004678750E-1,-6.870712280E-1,-7.435936890E0,4.530029755E0,1.054958750E-1,1.432357073E0,2.304734945E0,2.357430458E-1
1.105238750E-1,-9.337582397E-1,-8.546776886E0,2.644251251E0,1.155518750E-1,1.865710497E0,1.851092339E0,4.194712639E-1
1.205798750E-1,-9.833052063E-1,-9.722132721E0,1.533860321E0,1.256078750E-1,1.882031083E0,1.248557806E0,4.850901961E-1
1.306358750E-1,-1.135987701E0,-1.159982803E1,1.164278870E0,1.356638750E-1,1.498337269E0,5.316362381E-1,2.684481144E-1
1.406918750E-1,-7.575746155E-1,-1.230680786E1,1.188827820E0,1.457198750E-1,9.913690686E-1,-1.494328231E-1,-1.351451576E-1
1.507478750E-1,2.140548706E-2,-1.148696274E1,2.196981354E0,1.557758750E-1,7.115803361E-1,-2.922719121E-1,-5.752518177E-1
