"time_acc","acc_x","acc_y","acc_z","time_gyro","gyro_x","gyro_y","gyro_z"
8.868541569E-3,-1.265318756E0,-9.637259216E0,-1.150208130E0,1.260554139E-2,8.575167060E-1,3.453184366E-1,-7.358849794E-2
1.882854151E-2,-1.384470978E0,-9.372010803E0,-5.351371765E-1,2.256554179E-2,7.608308792E-1,3.973989487E-1,-3.808348440E-3
2.878954168E-2,-2.019450531E0,-9.368717651E0,-2.634521484E-2,3.252654150E-2,7.341775894E-1,3.682599664E-1,5.219558626E-2
3.875054140E-2,-1.968855743E0,-8.894054718E0,4.079017639E-1,4.248754168E-2,7.926576734E-1,2.343655527E-1,1.083014682E-1
4.871154157E-2,-2.296224976E0,-8.620723114E0,6.563850403E-1,5.244854139E-2,8.863231540E-1,3.414696082E-2,2.171372920E-1
5.867154151E-2,-2.453847198E0,-8.648565216E0,5.348377991E-1,6.240854179E-2,9.525170922E-1,-1.012287065E-1,3.133059144E-1
6.863254169E-2,-2.196083221E0,-8.719517670E0,3.055146790E-1,7.236954151E-2,8.773452640E-1,-1.131826639E-1,4.625512362E-1
7.859354140E-2,-2.087708588E0,-9.027726746E0,-2.639012146E-1,8.233054169E-2,7.350507379E-1,-1.251037885E-2,6.768057346E-1
8.855454158E-2,-1.655257874E0,-8.645421753E0,-5.089416504E-1,9.229154140E-2,5.986405611E-1,1.634392440E-1,7.890998721E-1
9.851454152E-2,-1.428180084E0,-8.455167389E0,-6.601272583E-1,1.022515418E-1,5.401164889E-1,3.048520088E-1,8.266685605E-1
1.084755417E-1,-1.745370483E0,-9.152716827E0,-8.029302979E-1,1.122125415E-1,5.272208452E-1,4.433202147E-1,8.463322520E-1
1.184365414E-1,-1.533411255E0,-9.742041321E0,-7.559280396E-1,1.221735417E-1,4.775209427E-1,5.694485903E-1,8.505296707E-1
1.283975416E-1,-1.357976074E0,-1.034872971E1,-7.122189331E-1,1.321345414E-1,4.182013869E-1,5.971504450E-1,8.335664272E-1
1.383575415E-1,-1.094074860E0,-1.071187454E1,-4.875361633E-1,1.420945418E-1,3.965565264E-1,5.556000471E-1,7.918767929E-1
1.483185417E-1,-8.915460205E-1,-1.081156723E1,-3.703298950E-1,1.520555415E-1,3.851198554E-1,4.612927735E-1,7.458769679E-1
1.582795414E-1,-6.024971008E-1,-1.079974182E1,-6.083349609E-1,1.620165417E-1,3.715803325E-1,3.769581914E-1,7.096337676E-1
1.682405416E-1,-4.138893127E-1,-1.100167191E1,-8.455915833E-1,1.719775414E-1,3.418123126E-1,3.452402353E-1,6.805405617E-1
1.782005415E-1,-3.356021118E-1,-1.111738129E1,-1.077309723E0,1.819375418E-1,3.628869653E-1,2.258962542E-1,6.429755688E-1
1.881615417E-1,-2.561174011E-1,-1.094853241E1,-1.235979767E0,1.918985415E-1,4.194717407E-1,6.190517172E-2,6.361074448E-1
1.981225414E-1,-3.791615295E-1,-1.053868469E1,-9.996212769E-1,2.018595417E-1,4.346560240E-1,1.803905368E-1,6.342414021E-1
2.080835416E-1,-1.116677856E-1,-1.040815613E1,-1.546883240E0,2.118205414E-1,2.343236655E-1,1.120330170E-1,5.633625388E-1
2.180435415E-1,1.839674377E-1,-1.073597443E1,-2.191592560E0,2.217805418E-1,7.783311605E-2,1.678059995E-1,5.333548188E-1
2.280045417E-1,1.347198486E-3,-1.058838135E1,-2.063459015E0,2.317415415E-1,-2.916892990E-2,3.585796356E-1,4.453654587E-1
2.379655414E-1,3.984713745E-1,-1.056443115E1,-2.161205750E0,2.417025417E-1,-9.972751141E-2,5.503839850E-1,3.648900688E-1
2.479265416E-1,3.391946411E-1,-1.079869400E1,-2.119143219E0,2.516635414E-1,-1.582180113E-1,6.385822296E-1,3.211074471E-1
2.578865415E-1,2.278262329E-1,-1.082653610E1,-2.002685394E0,2.616235418E-1,-1.935823858E-1,5.924720168E-1,2.934750021E-1
2.678475417E-1,2.523751831E-1,-1.051802765E1,-2.082918549E0,2.715845415E-1,-2.272036672E-1,4.706843495E-1,2.643073499E-1
2.778085414E-1,9.729766846E-2,-1.023227188E1,-2.111359406E0,2.815455417E-1,-2.805824578E-1,3.197188079E-1,2.612609565E-1
2.877695416E-1,1.951940918E-1,-1.014590149E1,-2.270628204E0,2.915065414E-1,-3.525979817E-1,2.080836743E-1,2.562426031E-1
2.977295415E-1,5.014572144E-1,-1.043090881E1,-2.308200073E0,3.014665414E-1,-3.765920103E-1,2.304169536E-1,2.238998562E-1
3.076905417E-1,7.708969116E-1,-1.053584061E1,-1.534010010E0,3.114275415E-1,-3.611018062E-1,2.706642449E-1,8.214979619E-2
3.176515414E-1,1.273401947E0,-1.086485641E1,-1.459015961E0,3.213885417E-1,-2.750095129E-1,3.443030417E-1,-8.846402168E-2
3.276125416E-1,8.578660583E-1,-1.117740646E1,-1.405726776E0,3.313495414E-1,-1.766072363E-1,5.264686346E-1,-2.369223535E-1
3.375725416E-1,3.281176758E-1,-1.126871658E1,-1.557062073E0,3.413095414E-1,-1.710755825E-1,7.005570531E-1,-3.631002903E-1
3.475335417E-1,-1.297801208E-1,-1.135957764E1,-1.969454498E0,3.512705415E-1,-3.133045137E-1,8.019638658E-1,-4.803832769E-1
3.574945414E-1,-6.008505249E-1,-1.115046249E1,-1.725761261E0,3.612315417E-1,-5.233389735E-1,8.139156103E-1,-5.903587341E-1
3.674555416E-1,-8.066725159E-1,-1.071441925E1,-1.128652954E0,3.711925414E-1,-7.455862761E-1,7.443324924E-1,-6.980838180E-1
