"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.658132958E0,6.826820374E-1,-4.458894134E-1,3.784185350E-1
2.668113958E0,6.446034908E-1,-3.842403889E-1,3.944815993E-1
2.678095958E0,6.397587061E-1,-3.217855394E-1,4.037022591E-1
2.688077958E0,6.724933982E-1,-3.008995950E-1,4.203327894E-1
2.698059958E0,7.592770457E-1,-3.101889789E-1,4.095805585E-1
2.708041958E0,8.655402660E-1,-3.351214826E-1,3.910922408E-1
2.718023958E0,9.228309989E-1,-3.524173796E-1,3.910549581E-1
2.728005958E0,8.743404150E-1,-3.649134040E-1,4.023670554E-1
2.737987958E0,7.477156520E-1,-3.761860430E-1,4.390592873E-1
2.747969958E0,6.281014681E-1,-3.408105969E-1,4.447857440E-1
2.757951958E0,5.296881199E-1,-2.856240571E-1,3.698388040E-1
2.767933958E0,4.466603696E-1,-1.919492036E-1,3.017646372E-1
2.777915958E0,3.933968842E-1,-4.521728680E-2,2.553289533E-1
2.787897958E0,3.170907497E-1,2.141302079E-2,2.157558501E-1
2.797879958E0,2.123254687E-1,-6.240178831E-3,1.993529052E-1
2.807861958E0,1.366819441E-1,-5.078418925E-2,2.260733247E-1
2.817843958E0,1.374369562E-1,-8.401591331E-2,2.683914602E-1
2.827825958E0,2.287236154E-1,-3.474443778E-2,2.522553504E-1
2.837807958E0,3.654766977E-1,1.386579722E-1,1.561650187E-1
2.847789958E0,4.720095396E-1,4.292145967E-1,-1.359374961E-3
2.857771958E0,4.701554477E-1,6.805690527E-1,-1.463037878E-1
2.867753958E0,3.733610809E-1,7.923367023E-1,-2.495401949E-1
2.877735958E0,2.457740903E-1,7.885182500E-1,-3.518466055E-1
2.887717958E0,6.107450649E-2,7.807960510E-1,-4.408154786E-1
2.897699958E0,-2.638617754E-1,8.782382011E-1,-5.127519965E-1
2.907681958E0,-6.984313130E-1,8.906717896E-1,-6.001722217E-1
2.917663958E0,-1.157623053E0,7.390657663E-1,-6.665163636E-1
2.927645958E0,-1.449884534E0,5.743194818E-1,-7.555164695E-1
2.937627958E0,-1.575644612E0,6.347868443E-1,-7.729742527E-1
2.947609958E0,-1.717293739E0,9.435017109E-1,-7.169499993E-1
2.957590958E0,-1.924460769E0,1.373378515E0,-6.126915216E-1
2.967572958E0,-2.147691965E0,1.715551138E0,-4.670530260E-1
2.977554958E0,-2.234852076E0,2.009095430E0,-4.125903249E-1
2.987536958E0,-2.132644653E0,2.313205719E0,-4.951159656E-1
2.997518958E0,-2.018790960E0,2.333734751E0,-5.054658055E-1
3.007500958E0,-1.889680386E0,2.292829037E0,-5.487447381E-1
3.017482958E0,-1.738653302E0,2.304475069E0,-5.942413807E-1
3.027464958E0,-1.546070337E0,2.340316534E0,-5.256686211E-1
3.037446958E0,-1.296363592E0,2.365229130E0,-3.410340846E-1
3.047428958E0,-1.017943740E0,2.512746811E0,-2.609048486E-1
3.057410958E0,-8.183507919E-1,2.754902363E0,-2.488329858E-1
3.067392958E0,-7.858493924E-1,2.796250343E0,-2.356643081E-1
3.077374958E0,-8.142077923E-1,2.712118626E0,-2.516765594E-1
3.087356958E0,-8.046524525E-1,2.591028214E0,-3.848457336E-1
3.097338958E0,-8.160324097E-1,2.364391327E0,-4.948169887E-1
3.107320958E0,-9.746728539E-1,1.933486104E0,-5.338499546E-1
3.117302958E0,-1.194920540E0,1.513619661E0,-6.055864692E-1
3.127284958E0,-1.348771572E0,1.242947698E0,-6.863123775E-1
3.137266958E0,-1.370681882E0,1.024887562E0,-7.759607434E-1
3.147248958E0,-1.391157627E0,7.370898128E-1,-8.162363172E-1
3.157230833E0,-1.339004397E0,5.219167471E-1,-8.527064323E-1
3.167212833E0,-1.228474259E0,3.768315613E-1,-8.927173615E-1
3.177194833E0,-1.154102802E0,1.113154665E-1,-8.829305172E-1
3.187176833E0,-1.092718124E0,-1.349618286E-1,-8.672201633E-1
3.197158833E0,-1.037937999E0,-3.893605471E-1,-8.485503197E-1
3.207140833E0,-9.284134507E-1,-6.140720248E-1,-8.741474152E-1
3.217122833E0,-7.608532310E-1,-7.952277064E-1,-8.794423342E-1
3.227103833E0,-6.219305396E-1,-1.022734284E0,-8.594831228E-1
3.237085833E0,-5.186741948E-1,-1.301197052E0,-7.868704200E-1
3.247067833E0,-4.108915627E-1,-1.547755837E0,-7.121126056E-1
3.257049833E0,-2.903363705E-1,-1.753759861E0,-6.128432751E-1
3.267031833E0,-1.650504917E-1,-1.892080545E0,-4.947414100E-1
3.277013833E0,-2.046933770E-2,-1.929671645E0,-3.797956407E-1
3.286995833E0,1.843678206E-1,-1.864323020E0,-2.603389025E-1
3.296977833E0,4.455743730E-1,-1.718635321E0,-8.829125017E-2
3.306959833E0,6.575373411E-1,-1.636832356E0,1.395991594E-1
3.316941833E0,8.532106876E-1,-1.537910461E0,3.308695257E-1
3.326923833E0,1.071878672E0,-1.362160563E0,5.245639086E-1
3.336905833E0,1.223812580E0,-1.195216775E0,6.665436625E-1
3.346887833E0,1.297654867E0,-1.009590745E0,8.036657572E-1
3.356869833E0,1.239135861E0,-9.024015069E-1,8.803522587E-1
3.366851833E0,1.091535807E0,-8.878112435E-1,7.657591701E-1
3.376833833E0,8.434546590E-1,-1.024893522E0,5.887345672E-1
3.386815833E0,6.182982922E-1,-9.775206447E-1,4.254580438E-1
3.396797833E0,3.424059749E-1,-1.077395082E0,3.928833306E-1
3.406779833E0,-2.018799633E-2,-1.009635329E0,3.976612687E-1
3.416761833E0,-3.532993793E-1,-5.117408037E-1,3.054048419E-1
3.426743833E0,-6.327618957E-1,5.128412321E-2,1.318204701E-1
3.436725833E0,-9.638604522E-1,3.655145168E-1,-1.266507655E-1
3.446707833E0,-1.277487636E0,5.310822129E-1,-3.895372450E-1
3.456689833E0,-1.538782358E0,3.846011162E-1,-6.274341941E-1
3.466670833E0,-1.631659031E0,-1.215597168E-1,-7.690895796E-1
3.476652833E0,-1.405819535E0,-5.703716278E-1,-8.306525350E-1
3.486634833E0,-1.080269933E0,-7.636975646E-1,-8.279696703E-1
3.496616833E0,-8.505640030E-1,-7.831154466E-1,-8.048582077E-1
3.506598833E0,-7.835545540E-1,-8.678482771E-1,-6.729437113E-1
3.516580833E0,-6.704045534E-1,-9.498119354E-1,-4.728505611E-1
3.526562833E0,-3.673035204E-1,-1.096515656E0,-1.865359992E-1
3.536544833E0,-1.444772631E-2,-1.206926346E0,6.613380462E-2
3.546526833E0,2.193430513E-1,-1.252640247E0,2.446555346E-1
3.556508833E0,3.514387608E-1,-1.195944786E0,3.881705999E-1
3.566490833E0,4.545524418E-1,-1.009014130E0,5.640983582E-1
3.576472833E0,3.768611252E-1,-3.631051183E-1,6.337879896E-1
3.586454833E0,5.583182350E-2,5.581416488E-1,4.212065041E-1
3.596436833E0,-6.599328481E-3,9.753082395E-1,1.048501283E-1
3.606418833E0,4.688120186E-1,9.309247136E-1,-3.181015700E-2
3.616400833E0,9.611185789E-1,9.994044900E-1,-4.186039791E-2
3.626382833E0,1.232556939E0,1.258675575E0,8.893232793E-2
3.636364833E0,1.359368920E0,1.335428715E0,2.476399541E-1
3.646346833E0,1.448463678E0,1.141327262E0,3.869853616E-1
3.656328833E0,1.496497273E0,7.315329909E-1,5.088989735E-1
3.666310833E0,1.536473036E0,3.799819052E-1,6.375117302E-1
3.676292833E0,1.614269018E0,2.554152012E-1,7.837618589E-1
3.686274833E0,1.675668120E0,2.862164974E-1,9.120572209E-1
3.696255833E0,1.715066910E0,3.436797857E-1,9.104960561E-1
3.706237833E0,1.734072328E0,2.911506593E-1,7.606644630E-1
3.716219833E0,1.727172256E0,1.365642846E-1,6.067659855E-1
3.726201833E0,1.716253638E0,-1.052677482E-1,5.035201907E-1
3.736183833E0,1.710938811E0,-4.016855657E-1,4.685321748E-1
3.746165833E0,1.681396008E0,-6.357576847E-1,4.176596105E-1
3.756147833E0,1.580360174E0,-7.392705083E-1,2.672631741E-1
3.766129833E0,1.429316998E0,-6.095844507E-1,8.300454915E-2
3.776111833E0,1.290682435E0,-3.240272105E-1,-1.143912878E-2
3.786093833E0,1.166864991E0,-2.578220144E-2,-3.155467287E-2
3.796075833E0,1.141664624E0,1.815355718E-1,-6.457707286E-2
3.806057833E0,1.222459316E0,2.226449251E-1,-6.448078156E-2
3.816039833E0,1.283423066E0,2.420095652E-1,-1.193900593E-2
3.826021833E0,1.198924065E0,2.360430658E-1,4.111544788E-2
3.836003833E0,1.040404320E0,1.616934687E-1,7.766147703E-2
3.845985833E0,8.837890625E-1,-3.283261554E-3,1.119484231E-1
3.855967833E0,7.907038331E-1,-1.897040009E-1,1.435889155E-1
3.865949833E0,7.756811976E-1,-3.592301607E-1,1.686882079E-1
