"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.320833832E-4,-3.518882446E0,-8.865464172E0,1.059945831E0
1.041408349E-2,-3.293750610E0,-9.018146667E0,7.848179626E-1
2.039608336E-2,-3.313958588E0,-9.083111572E0,2.921923828E-1
3.037808347E-2,-3.427871704E0,-8.979976044E0,-6.107299805E-2
4.036008334E-2,-3.433859253E0,-8.927135925E0,-2.044747925E-1
5.034208344E-2,-3.567830658E0,-8.941056976E0,-2.960842896E-1
6.032408332E-2,-3.906426544E0,-8.760532379E0,-3.179388428E-1
7.030608342E-2,-4.259093170E0,-8.634644165E0,-5.637277222E-1
8.028808329E-2,-4.364174652E0,-8.432115326E0,-1.068328400E0
9.027008340E-2,-4.421056366E0,-8.130642242E0,-1.294657745E0
1.002520833E-1,-4.821773071E0,-8.216862946E0,-1.391656036E0
1.102340834E-1,-4.886438599E0,-8.247698822E0,-1.118474121E0
1.202160835E-1,-4.856351166E0,-8.358318787E0,-5.325924683E-1
1.301980834E-1,-4.934488678E0,-8.597221985E0,7.155120850E-2
1.401800835E-1,-5.041216736E0,-8.935219116E0,4.698728943E-1
1.501617085E-1,-4.886139221E0,-9.017398224E0,4.529580688E-1
1.601437083E-1,-4.643044739E0,-8.975036316E0,1.395098877E-1
1.701257084E-1,-4.433779907E0,-9.094188538E0,-3.218307495E-1
1.801077083E-1,-4.151017914E0,-9.381441193E0,-6.469546509E-1
1.900897084E-1,-3.968697052E0,-9.715696106E0,-4.140390015E-1
2.000717083E-1,-4.089346161E0,-1.011356873E1,2.591111755E-1
2.100537084E-1,-4.304748230E0,-1.064391586E1,8.024812317E-1
2.200357083E-1,-4.402195587E0,-1.125210114E1,1.015787659E0
2.300177084E-1,-4.357139282E0,-1.187345901E1,1.095422058E0
2.399987085E-1,-4.174668732E0,-1.215637070E1,1.099912720E0
2.499807084E-1,-3.867058411E0,-1.196626602E1,1.023272095E0
2.599627085E-1,-3.544179840E0,-1.128742767E1,7.764353943E-1
2.699447083E-1,-3.570225677E0,-1.057805283E1,5.051994324E-1
2.799267084E-1,-4.331841888E0,-1.017943176E1,9.924362183E-2
2.899087083E-1,-5.297184448E0,-1.040755737E1,-7.803273010E-1
2.998907084E-1,-5.974076843E0,-1.108430008E1,-1.957030334E0
3.098727083E-1,-6.039790192E0,-1.172766220E1,-2.686762848E0
3.198547084E-1,-5.879024506E0,-1.226848755E1,-2.773881683E0
3.298367083E-1,-5.294789429E0,-1.249466721E1,-2.814447327E0
3.398187084E-1,-4.260739746E0,-1.236922806E1,-2.603984985E0
3.498007085E-1,-3.130889282E0,-1.194066925E1,-1.604363708E0
