"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.928083297E-3,1.608893546E0,-5.364218098E-1,8.746996075E-1
1.291008340E-2,1.913431740E0,-6.784799141E-1,7.350716060E-1
2.289208327E-2,2.019977365E0,-8.271371859E-1,2.120709469E-1
3.287408338E-2,1.935582747E0,-7.909435058E-1,-3.097849005E-1
4.285608348E-2,1.893143656E0,-7.053572255E-1,-6.211912340E-1
5.283808336E-2,1.858392484E0,-7.374958616E-1,-8.178401130E-1
6.282008346E-2,1.636585960E0,-6.757200283E-1,-9.614547461E-1
7.280208333E-2,1.282856895E0,-5.144491428E-1,-1.144989490E0
8.278408344E-2,1.042718180E0,-4.328471553E-1,-1.663231722E0
9.276608331E-2,1.095130282E0,-1.422598332E-1,-2.159224713E0
1.027480834E-1,8.227383256E-1,-5.968428433E-2,-2.364009846E0
1.127300833E-1,6.139979893E-1,-1.850485879E-1,-2.385157471E0
1.227120834E-1,6.491426790E-1,-2.785432273E-1,-1.990008631E0
1.326940833E-1,6.999690163E-1,-4.546467447E-1,-1.475241546E0
1.426760834E-1,5.741778660E-1,-8.306145251E-1,-9.904727232E-1
1.526577084E-1,6.511073434E-1,-1.088810611E0,-8.999759513E-1
1.626397085E-1,8.942339855E-1,-1.114799146E0,-1.159811451E0
1.726217084E-1,1.168584759E0,-1.182275430E0,-1.636587568E0
1.826037085E-1,1.439303827E0,-1.430627144E0,-2.132214085E0
1.925857083E-1,1.748504591E0,-1.784841528E0,-2.243702361E0
2.025677084E-1,1.820300798E0,-2.179795218E0,-1.748916381E0
2.125497083E-1,1.637650153E0,-2.673937565E0,-1.123360054E0
2.225317084E-1,1.490253541E0,-3.263303574E0,-7.701714183E-1
2.325137083E-1,1.491159275E0,-3.934672104E0,-6.831717199E-1
2.424947084E-1,1.617830431E0,-4.442339646E0,-6.767427063E-1
2.524767083E-1,1.895053942E0,-4.514293143E0,-7.250692128E-1
2.624587084E-1,2.227906108E0,-4.067064761E0,-9.073041205E-1
2.724407085E-1,2.466818662E0,-3.314011797E0,-1.200170395E0
2.824227083E-1,2.054513944E0,-2.729541078E0,-1.496888961E0
2.924047085E-1,1.113813890E0,-2.622023061E0,-2.128079080E0
3.023867083E-1,2.231326729E-1,-3.135791588E0,-3.194651999E0
3.123687084E-1,-8.662240684E-2,-3.830368887E0,-4.224187632E0
3.223507083E-1,-2.602186382E-2,-4.423756610E0,-4.521906803E0
3.323327084E-1,3.266658121E-1,-4.841662375E0,-4.473006538E0
3.423147083E-1,1.159313414E0,-4.871695429E0,-4.355692681E0
3.522967084E-1,2.311649930E0,-4.550411979E0,-3.671401804E0
3.622787085E-1,3.177619645E0,-3.916857392E0,-2.128078349E0
3.722607084E-1,2.833102283E0,-2.807472183E0,-8.447308731E-1
3.822427085E-1,1.665309822E0,-1.161997871E0,-7.231111995E-1
3.922247083E-1,7.258376831E-1,3.598025680E-1,-1.156264676E0
4.022067084E-1,1.513364661E-1,1.417672053E0,-1.228691213E0
4.121887083E-1,-3.915599656E-1,2.407958835E0,-5.330000192E-1
4.221707084E-1,-9.956100869E-1,2.706272083E0,6.119625735E-1
4.321527083E-1,-1.949709620E0,1.924116942E0,1.761785957E0
4.421347084E-1,-3.782169119E0,4.660382903E-1,2.533165848E0
4.521167083E-1,-6.104981968E0,-9.689210558E-1,2.716290118E0
4.620987084E-1,-7.827062407E0,-1.968593203E0,2.227350622E0
4.720807085E-1,-8.210435101E0,-2.402886960E0,1.547051786E0
4.820617083E-1,-6.652896481E0,-1.866211966E0,8.658134477E-1
